ENSMUSP00000034074	ENSTNIP00000004863
ENSMUSP00000108019	ENSTNIP00000016620
ENSMUSP00000108019	ENSTNIP00000012908
ENSMUSP00000034056	ENSTNIP00000009925
ENSMUSP00000029623	ENSTNIP00000005681
ENSMUSP00000061853	ENSTNIP00000016967
ENSMUSP00000086485	ENSTNIP00000019719
ENSMUSP00000025956	ENSTNIP00000022094
ENSMUSP00000025956	ENSTNIP00000003199
ENSMUSP00000025468	ENSTNIP00000009080
ENSMUSP00000031456	ENSTNIP00000011995
ENSMUSP00000131553	ENSTNIP00000007905
ENSMUSP00000103978	ENSTNIP00000010555
ENSMUSP00000088334	ENSTNIP00000020065
ENSMUSP00000088334	ENSTNIP00000014032
ENSMUSP00000033182	ENSTNIP00000019340
ENSMUSP00000004156	ENSTNIP00000006496
ENSMUSP00000041819	ENSTNIP00000022551
ENSMUSP00000034316	ENSTNIP00000020131
ENSMUSP00000002487	ENSTNIP00000010036
ENSMUSP00000023812	ENSTNIP00000017869
ENSMUSP00000023812	ENSTNIP00000015557
ENSMUSP00000040307	ENSTNIP00000008281
ENSMUSP00000000924	ENSTNIP00000009907
ENSMUSP00000000924	ENSTNIP00000003582
ENSMUSP00000029881	ENSTNIP00000002277
ENSMUSP00000029881	ENSTNIP00000017882
ENSMUSP00000029141	ENSTNIP00000005399
ENSMUSP00000034243	ENSTNIP00000013026
ENSMUSP00000034243	ENSTNIP00000011670
ENSMUSP00000087119	ENSTNIP00000010755
ENSMUSP00000024696	ENSTNIP00000018257
ENSMUSP00000005815	ENSTNIP00000003543
ENSMUSP00000005815	ENSTNIP00000006719
ENSMUSP00000127173	ENSTNIP00000001318
ENSMUSP00000039041	ENSTNIP00000015681
ENSMUSP00000133064	ENSTNIP00000002998
ENSMUSP00000005452	ENSTNIP00000010448
ENSMUSP00000031653	ENSTNIP00000015679
ENSMUSP00000109144	ENSTNIP00000020805
ENSMUSP00000020617	ENSTNIP00000011840
ENSMUSP00000029719	ENSTNIP00000020883
ENSMUSP00000033642	ENSTNIP00000012945
ENSMUSP00000050034	ENSTNIP00000019361
ENSMUSP00000050034	ENSTNIP00000012816
ENSMUSP00000099952	ENSTNIP00000010420
ENSMUSP00000071720	ENSTNIP00000022892
ENSMUSP00000071720	ENSTNIP00000010266
ENSMUSP00000040430	ENSTNIP00000010139
ENSMUSP00000040430	ENSTNIP00000002228
ENSMUSP00000061700	ENSTNIP00000007374
ENSMUSP00000107510	ENSTNIP00000020101
ENSMUSP00000016323	ENSTNIP00000008617
ENSMUSP00000100042	ENSTNIP00000003147
ENSMUSP00000020947	ENSTNIP00000015200
ENSMUSP00000004756	ENSTNIP00000015071
ENSMUSP00000076472	ENSTNIP00000017518
ENSMUSP00000008579	ENSTNIP00000015791
ENSMUSP00000020922	ENSTNIP00000013639
ENSMUSP00000068834	ENSTNIP00000012052
ENSMUSP00000041747	ENSTNIP00000006176
ENSMUSP00000068007	ENSTNIP00000012836
ENSMUSP00000111990	ENSTNIP00000015156
ENSMUSP00000091331	ENSTNIP00000010227
ENSMUSP00000014927	ENSTNIP00000013117
ENSMUSP00000040546	ENSTNIP00000021889
ENSMUSP00000040546	ENSTNIP00000014962
ENSMUSP00000020220	ENSTNIP00000019064
ENSMUSP00000072039	ENSTNIP00000017678
ENSMUSP00000063166	ENSTNIP00000010300
ENSMUSP00000099070	ENSTNIP00000003834
ENSMUSP00000099070	ENSTNIP00000009082
ENSMUSP00000046884	ENSTNIP00000016682
ENSMUSP00000071770	ENSTNIP00000021655
ENSMUSP00000067689	ENSTNIP00000009167
ENSMUSP00000067689	ENSTNIP00000016681
ENSMUSP00000091157	ENSTNIP00000006228
ENSMUSP00000091157	ENSTNIP00000013989
ENSMUSP00000016664	ENSTNIP00000015685
ENSMUSP00000084405	ENSTNIP00000020809
ENSMUSP00000001792	ENSTNIP00000003866
ENSMUSP00000099894	ENSTNIP00000014257
ENSMUSP00000022059	ENSTNIP00000011599
ENSMUSP00000002053	ENSTNIP00000010574
ENSMUSP00000072043	ENSTNIP00000000711
ENSMUSP00000020071	ENSTNIP00000023099
ENSMUSP00000020071	ENSTNIP00000015273
ENSMUSP00000024954	ENSTNIP00000023088
ENSMUSP00000024954	ENSTNIP00000002184
ENSMUSP00000104132	ENSTNIP00000009587
ENSMUSP00000099810	ENSTNIP00000010888
ENSMUSP00000022186	ENSTNIP00000016476
ENSMUSP00000048829	ENSTNIP00000015584
ENSMUSP00000034443	ENSTNIP00000012283
ENSMUSP00000000314	ENSTNIP00000015578
ENSMUSP00000000314	ENSTNIP00000009889
ENSMUSP00000025166	ENSTNIP00000018274
ENSMUSP00000025166	ENSTNIP00000013384
ENSMUSP00000102261	ENSTNIP00000008230
ENSMUSP00000132945	ENSTNIP00000020740
ENSMUSP00000105719	ENSTNIP00000013092
ENSMUSP00000105719	ENSTNIP00000014009
ENSMUSP00000128645	ENSTNIP00000017901
ENSMUSP00000003121	ENSTNIP00000017939
ENSMUSP00000003121	ENSTNIP00000000266
ENSMUSP00000021001	ENSTNIP00000022327
ENSMUSP00000021459	ENSTNIP00000003912
ENSMUSP00000021459	ENSTNIP00000019511
ENSMUSP00000046089	ENSTNIP00000012642
ENSMUSP00000046089	ENSTNIP00000006068
ENSMUSP00000049039	ENSTNIP00000010983
ENSMUSP00000012664	ENSTNIP00000016030
ENSMUSP00000064107	ENSTNIP00000019631
ENSMUSP00000014747	ENSTNIP00000018185
ENSMUSP00000129230	ENSTNIP00000016723
ENSMUSP00000027878	ENSTNIP00000008237
ENSMUSP00000034534	ENSTNIP00000013225
ENSMUSP00000070878	ENSTNIP00000020178
ENSMUSP00000016231	ENSTNIP00000013224
ENSMUSP00000078551	ENSTNIP00000017482
ENSMUSP00000129261	ENSTNIP00000006751
ENSMUSP00000093442	ENSTNIP00000014601
ENSMUSP00000030029	ENSTNIP00000021546
ENSMUSP00000014640	ENSTNIP00000021608
ENSMUSP00000137616	ENSTNIP00000004254
ENSMUSP00000014642	ENSTNIP00000000101
ENSMUSP00000014642	ENSTNIP00000015489
ENSMUSP00000138326	ENSTNIP00000017432
ENSMUSP00000138326	ENSTNIP00000022654
ENSMUSP00000043765	ENSTNIP00000007965
ENSMUSP00000043765	ENSTNIP00000020964
ENSMUSP00000033929	ENSTNIP00000022060
ENSMUSP00000033929	ENSTNIP00000016215
ENSMUSP00000063329	ENSTNIP00000019582
ENSMUSP00000060110	ENSTNIP00000009102
ENSMUSP00000097108	ENSTNIP00000010457
ENSMUSP00000037192	ENSTNIP00000012673
ENSMUSP00000071829	ENSTNIP00000010899
ENSMUSP00000094075	ENSTNIP00000013758
ENSMUSP00000094075	ENSTNIP00000007179
ENSMUSP00000041696	ENSTNIP00000015820
ENSMUSP00000041696	ENSTNIP00000014574
ENSMUSP00000101514	ENSTNIP00000020404
ENSMUSP00000024575	ENSTNIP00000016804
ENSMUSP00000080694	ENSTNIP00000003913
ENSMUSP00000131625	ENSTNIP00000006368
ENSMUSP00000131625	ENSTNIP00000013223
ENSMUSP00000054356	ENSTNIP00000010244
ENSMUSP00000054356	ENSTNIP00000008976
ENSMUSP00000109493	ENSTNIP00000003800
ENSMUSP00000136382	ENSTNIP00000000824
ENSMUSP00000136002	ENSTNIP00000009422
ENSMUSP00000032374	ENSTNIP00000009249
ENSMUSP00000102123	ENSTNIP00000009403
ENSMUSP00000003433	ENSTNIP00000013064
ENSMUSP00000016672	ENSTNIP00000010092
ENSMUSP00000035194	ENSTNIP00000009898
ENSMUSP00000031410	ENSTNIP00000019801
ENSMUSP00000000755	ENSTNIP00000008471
ENSMUSP00000080973	ENSTNIP00000010053
ENSMUSP00000111535	ENSTNIP00000011564
ENSMUSP00000102786	ENSTNIP00000017992
ENSMUSP00000102786	ENSTNIP00000022106
ENSMUSP00000109914	ENSTNIP00000002870
ENSMUSP00000080683	ENSTNIP00000015191
ENSMUSP00000017458	ENSTNIP00000014089
ENSMUSP00000033775	ENSTNIP00000013705
ENSMUSP00000018700	ENSTNIP00000012935
ENSMUSP00000018700	ENSTNIP00000007263
ENSMUSP00000018700	ENSTNIP00000006375
ENSMUSP00000130349	ENSTNIP00000009850
ENSMUSP00000024840	ENSTNIP00000004047
ENSMUSP00000044834	ENSTNIP00000013886
ENSMUSP00000068971	ENSTNIP00000005796
ENSMUSP00000029423	ENSTNIP00000021873
ENSMUSP00000033721	ENSTNIP00000017574
ENSMUSP00000039586	ENSTNIP00000005261
ENSMUSP00000027467	ENSTNIP00000017318
ENSMUSP00000125769	ENSTNIP00000018783
ENSMUSP00000132812	ENSTNIP00000009195
ENSMUSP00000090727	ENSTNIP00000010571
ENSMUSP00000113886	ENSTNIP00000020835
ENSMUSP00000028238	ENSTNIP00000011895
ENSMUSP00000031986	ENSTNIP00000009428
ENSMUSP00000031986	ENSTNIP00000021672
ENSMUSP00000032879	ENSTNIP00000005624
ENSMUSP00000021288	ENSTNIP00000008175
ENSMUSP00000026710	ENSTNIP00000022216
ENSMUSP00000067109	ENSTNIP00000017289
ENSMUSP00000035237	ENSTNIP00000017645
ENSMUSP00000033383	ENSTNIP00000000693
ENSMUSP00000006854	ENSTNIP00000007622
ENSMUSP00000108191	ENSTNIP00000011821
ENSMUSP00000128070	ENSTNIP00000018276
ENSMUSP00000059107	ENSTNIP00000000135
ENSMUSP00000129059	ENSTNIP00000021060
ENSMUSP00000044568	ENSTNIP00000010456
ENSMUSP00000022064	ENSTNIP00000012046
ENSMUSP00000002926	ENSTNIP00000018740
ENSMUSP00000015712	ENSTNIP00000018541
ENSMUSP00000066536	ENSTNIP00000019032
ENSMUSP00000034731	ENSTNIP00000012199
ENSMUSP00000041243	ENSTNIP00000020191
ENSMUSP00000041243	ENSTNIP00000021401
ENSMUSP00000123525	ENSTNIP00000006505
ENSMUSP00000078336	ENSTNIP00000016412
ENSMUSP00000078336	ENSTNIP00000015779
ENSMUSP00000047623	ENSTNIP00000013429
ENSMUSP00000056977	ENSTNIP00000016844
ENSMUSP00000126622	ENSTNIP00000010870
ENSMUSP00000006381	ENSTNIP00000017693
ENSMUSP00000024119	ENSTNIP00000005110
ENSMUSP00000036304	ENSTNIP00000016774
ENSMUSP00000023776	ENSTNIP00000017576
ENSMUSP00000108099	ENSTNIP00000000730
ENSMUSP00000108099	ENSTNIP00000016267
ENSMUSP00000058313	ENSTNIP00000020726
ENSMUSP00000041007	ENSTNIP00000022053
ENSMUSP00000041007	ENSTNIP00000003525
ENSMUSP00000121744	ENSTNIP00000018412
ENSMUSP00000121744	ENSTNIP00000010295
ENSMUSP00000006749	ENSTNIP00000022110
ENSMUSP00000116747	ENSTNIP00000011718
ENSMUSP00000078972	ENSTNIP00000020280
ENSMUSP00000130728	ENSTNIP00000010135
ENSMUSP00000130728	ENSTNIP00000004512
ENSMUSP00000133957	ENSTNIP00000021044
ENSMUSP00000030792	ENSTNIP00000014959
ENSMUSP00000030949	ENSTNIP00000017833
ENSMUSP00000022226	ENSTNIP00000016486
ENSMUSP00000111386	ENSTNIP00000018417
ENSMUSP00000034947	ENSTNIP00000011280
ENSMUSP00000025419	ENSTNIP00000019854
ENSMUSP00000028003	ENSTNIP00000005792
ENSMUSP00000043616	ENSTNIP00000022167
ENSMUSP00000000253	ENSTNIP00000013503
ENSMUSP00000031591	ENSTNIP00000016484
ENSMUSP00000028302	ENSTNIP00000021913
ENSMUSP00000027740	ENSTNIP00000018572
ENSMUSP00000034869	ENSTNIP00000014302
ENSMUSP00000034869	ENSTNIP00000011216
ENSMUSP00000108584	ENSTNIP00000003273
ENSMUSP00000136047	ENSTNIP00000013616
ENSMUSP00000103540	ENSTNIP00000006204
ENSMUSP00000124938	ENSTNIP00000016677
ENSMUSP00000009617	ENSTNIP00000018187
ENSMUSP00000009875	ENSTNIP00000005116
ENSMUSP00000055225	ENSTNIP00000019090
ENSMUSP00000055225	ENSTNIP00000005043
ENSMUSP00000041702	ENSTNIP00000018075
ENSMUSP00000041702	ENSTNIP00000021456
ENSMUSP00000055673	ENSTNIP00000002532
ENSMUSP00000088118	ENSTNIP00000018076
ENSMUSP00000088118	ENSTNIP00000021457
ENSMUSP00000024627	ENSTNIP00000009902
ENSMUSP00000030775	ENSTNIP00000006981
ENSMUSP00000087184	ENSTNIP00000010752
ENSMUSP00000046356	ENSTNIP00000022993
ENSMUSP00000059079	ENSTNIP00000004261
ENSMUSP00000100924	ENSTNIP00000013943
ENSMUSP00000033741	ENSTNIP00000006677
ENSMUSP00000062171	ENSTNIP00000012592
ENSMUSP00000105684	ENSTNIP00000019744
ENSMUSP00000109010	ENSTNIP00000000955
ENSMUSP00000109010	ENSTNIP00000001871
ENSMUSP00000035489	ENSTNIP00000021068
ENSMUSP00000035489	ENSTNIP00000010095
ENSMUSP00000040877	ENSTNIP00000002080
ENSMUSP00000100923	ENSTNIP00000013942
ENSMUSP00000048803	ENSTNIP00000010094
ENSMUSP00000102320	ENSTNIP00000021850
ENSMUSP00000056744	ENSTNIP00000014056
ENSMUSP00000040575	ENSTNIP00000015615
ENSMUSP00000103485	ENSTNIP00000005731
ENSMUSP00000023029	ENSTNIP00000015923
ENSMUSP00000094892	ENSTNIP00000007020
ENSMUSP00000044038	ENSTNIP00000014975
ENSMUSP00000098752	ENSTNIP00000008306
ENSMUSP00000108997	ENSTNIP00000019889
ENSMUSP00000031254	ENSTNIP00000010344
ENSMUSP00000089173	ENSTNIP00000010205
ENSMUSP00000034017	ENSTNIP00000006930
ENSMUSP00000101194	ENSTNIP00000018214
ENSMUSP00000069674	ENSTNIP00000005642
ENSMUSP00000131029	ENSTNIP00000007190
ENSMUSP00000099066	ENSTNIP00000019949
ENSMUSP00000034026	ENSTNIP00000017120
ENSMUSP00000038069	ENSTNIP00000021344
ENSMUSP00000026289	ENSTNIP00000015374
ENSMUSP00000103381	ENSTNIP00000004861
ENSMUSP00000029877	ENSTNIP00000008840
ENSMUSP00000027381	ENSTNIP00000010729
ENSMUSP00000045621	ENSTNIP00000015790
ENSMUSP00000061501	ENSTNIP00000004278
ENSMUSP00000001631	ENSTNIP00000013051
ENSMUSP00000101209	ENSTNIP00000005133
ENSMUSP00000035662	ENSTNIP00000005738
ENSMUSP00000024123	ENSTNIP00000011339
ENSMUSP00000134825	ENSTNIP00000020274
ENSMUSP00000041899	ENSTNIP00000020403
ENSMUSP00000043466	ENSTNIP00000005477
ENSMUSP00000043466	ENSTNIP00000021405
ENSMUSP00000137099	ENSTNIP00000015873
ENSMUSP00000137662	ENSTNIP00000012150
ENSMUSP00000038351	ENSTNIP00000014248
ENSMUSP00000107857	ENSTNIP00000019705
ENSMUSP00000031108	ENSTNIP00000007849
ENSMUSP00000031108	ENSTNIP00000017222
ENSMUSP00000026917	ENSTNIP00000011570
ENSMUSP00000026917	ENSTNIP00000010796
ENSMUSP00000109794	ENSTNIP00000002173
ENSMUSP00000109794	ENSTNIP00000017555
ENSMUSP00000039915	ENSTNIP00000005444
ENSMUSP00000033650	ENSTNIP00000009138
ENSMUSP00000033650	ENSTNIP00000012374
ENSMUSP00000032825	ENSTNIP00000013299
ENSMUSP00000032825	ENSTNIP00000012414
ENSMUSP00000080462	ENSTNIP00000018505
ENSMUSP00000096677	ENSTNIP00000007578
ENSMUSP00000101909	ENSTNIP00000007479
ENSMUSP00000101909	ENSTNIP00000012664
ENSMUSP00000042698	ENSTNIP00000022004
ENSMUSP00000042698	ENSTNIP00000014200
ENSMUSP00000038653	ENSTNIP00000013968
ENSMUSP00000127249	ENSTNIP00000015473
ENSMUSP00000127249	ENSTNIP00000018001
ENSMUSP00000023157	ENSTNIP00000015802
ENSMUSP00000038816	ENSTNIP00000005775
ENSMUSP00000034775	ENSTNIP00000005228
ENSMUSP00000081665	ENSTNIP00000011600
ENSMUSP00000097904	ENSTNIP00000017452
ENSMUSP00000123270	ENSTNIP00000011850
ENSMUSP00000034740	ENSTNIP00000003613
ENSMUSP00000132838	ENSTNIP00000010330
ENSMUSP00000103881	ENSTNIP00000011595
ENSMUSP00000132224	ENSTNIP00000001641
ENSMUSP00000084942	ENSTNIP00000016242
ENSMUSP00000084942	ENSTNIP00000021008
ENSMUSP00000048780	ENSTNIP00000020566
ENSMUSP00000091831	ENSTNIP00000000809
ENSMUSP00000133152	ENSTNIP00000003209
ENSMUSP00000127746	ENSTNIP00000005969
ENSMUSP00000067521	ENSTNIP00000015419
ENSMUSP00000006377	ENSTNIP00000013832
ENSMUSP00000136507	ENSTNIP00000020969
ENSMUSP00000110877	ENSTNIP00000004328
ENSMUSP00000087656	ENSTNIP00000003195
ENSMUSP00000058157	ENSTNIP00000006417
ENSMUSP00000119386	ENSTNIP00000020936
ENSMUSP00000119485	ENSTNIP00000022959
ENSMUSP00000113308	ENSTNIP00000003369
ENSMUSP00000046625	ENSTNIP00000018924
ENSMUSP00000046625	ENSTNIP00000011969
ENSMUSP00000006286	ENSTNIP00000003496
ENSMUSP00000006286	ENSTNIP00000000416
ENSMUSP00000001202	ENSTNIP00000018848
ENSMUSP00000028740	ENSTNIP00000006263
ENSMUSP00000002275	ENSTNIP00000012182
ENSMUSP00000000001	ENSTNIP00000018195
ENSMUSP00000057543	ENSTNIP00000017642
ENSMUSP00000036087	ENSTNIP00000011986
ENSMUSP00000114144	ENSTNIP00000012175
ENSMUSP00000053818	ENSTNIP00000018196
ENSMUSP00000010205	ENSTNIP00000017786
ENSMUSP00000049175	ENSTNIP00000018531
ENSMUSP00000025541	ENSTNIP00000018891
ENSMUSP00000026208	ENSTNIP00000019612
ENSMUSP00000021231	ENSTNIP00000006792
ENSMUSP00000021324	ENSTNIP00000014811
ENSMUSP00000021324	ENSTNIP00000014632
ENSMUSP00000056254	ENSTNIP00000010372
ENSMUSP00000002044	ENSTNIP00000017981
ENSMUSP00000033665	ENSTNIP00000016627
ENSMUSP00000093485	ENSTNIP00000022322
ENSMUSP00000104815	ENSTNIP00000015433
ENSMUSP00000056552	ENSTNIP00000011652
ENSMUSP00000038901	ENSTNIP00000007895
ENSMUSP00000072645	ENSTNIP00000016289
ENSMUSP00000060706	ENSTNIP00000006261
ENSMUSP00000055091	ENSTNIP00000013229
ENSMUSP00000055091	ENSTNIP00000003348
ENSMUSP00000030669	ENSTNIP00000015070
ENSMUSP00000030669	ENSTNIP00000003685
ENSMUSP00000072893	ENSTNIP00000013116
ENSMUSP00000038142	ENSTNIP00000005191
ENSMUSP00000072274	ENSTNIP00000013570
ENSMUSP00000004281	ENSTNIP00000021896
ENSMUSP00000016670	ENSTNIP00000010091
ENSMUSP00000083064	ENSTNIP00000004650
ENSMUSP00000113660	ENSTNIP00000008640
ENSMUSP00000124133	ENSTNIP00000022455
ENSMUSP00000028600	ENSTNIP00000016814
ENSMUSP00000090717	ENSTNIP00000009062
ENSMUSP00000047164	ENSTNIP00000019735
ENSMUSP00000028749	ENSTNIP00000013441
ENSMUSP00000028749	ENSTNIP00000001768
ENSMUSP00000025891	ENSTNIP00000010246
ENSMUSP00000027488	ENSTNIP00000018356
ENSMUSP00000084573	ENSTNIP00000012944
ENSMUSP00000033842	ENSTNIP00000022695
ENSMUSP00000130127	ENSTNIP00000015760
ENSMUSP00000049977	ENSTNIP00000016313
ENSMUSP00000049977	ENSTNIP00000017171
ENSMUSP00000107609	ENSTNIP00000003270
ENSMUSP00000107609	ENSTNIP00000011928
ENSMUSP00000106199	ENSTNIP00000022537
ENSMUSP00000025897	ENSTNIP00000007483
ENSMUSP00000072091	ENSTNIP00000014724
ENSMUSP00000064392	ENSTNIP00000005049
ENSMUSP00000032501	ENSTNIP00000013958
ENSMUSP00000101622	ENSTNIP00000012460
ENSMUSP00000101622	ENSTNIP00000019161
ENSMUSP00000100862	ENSTNIP00000015482
ENSMUSP00000025083	ENSTNIP00000010790
ENSMUSP00000025083	ENSTNIP00000011618
ENSMUSP00000057938	ENSTNIP00000013183
ENSMUSP00000047029	ENSTNIP00000016792
ENSMUSP00000026993	ENSTNIP00000011860
ENSMUSP00000035263	ENSTNIP00000016382
ENSMUSP00000020999	ENSTNIP00000022328
ENSMUSP00000020999	ENSTNIP00000022489
ENSMUSP00000124093	ENSTNIP00000014569
ENSMUSP00000102264	ENSTNIP00000006316
ENSMUSP00000085985	ENSTNIP00000013398
ENSMUSP00000085985	ENSTNIP00000009583
ENSMUSP00000074661	ENSTNIP00000010062
ENSMUSP00000084838	ENSTNIP00000019976
ENSMUSP00000092538	ENSTNIP00000020769
ENSMUSP00000035490	ENSTNIP00000003937
ENSMUSP00000061806	ENSTNIP00000012160
ENSMUSP00000030455	ENSTNIP00000013728
ENSMUSP00000022787	ENSTNIP00000016851
ENSMUSP00000022787	ENSTNIP00000010768
ENSMUSP00000041557	ENSTNIP00000005099
ENSMUSP00000034378	ENSTNIP00000013029
ENSMUSP00000000984	ENSTNIP00000015988
ENSMUSP00000032703	ENSTNIP00000007317
ENSMUSP00000093548	ENSTNIP00000011771
ENSMUSP00000029297	ENSTNIP00000006154
ENSMUSP00000052136	ENSTNIP00000012294
ENSMUSP00000063511	ENSTNIP00000005959
ENSMUSP00000036983	ENSTNIP00000010880
ENSMUSP00000071786	ENSTNIP00000011246
ENSMUSP00000099407	ENSTNIP00000014663
ENSMUSP00000000724	ENSTNIP00000012057
ENSMUSP00000108169	ENSTNIP00000012344
ENSMUSP00000044359	ENSTNIP00000015568
ENSMUSP00000004994	ENSTNIP00000017329
ENSMUSP00000004994	ENSTNIP00000018338
ENSMUSP00000031718	ENSTNIP00000013952
ENSMUSP00000028355	ENSTNIP00000011885
ENSMUSP00000014174	ENSTNIP00000006290
ENSMUSP00000134661	ENSTNIP00000002409
ENSMUSP00000041925	ENSTNIP00000016577
ENSMUSP00000041925	ENSTNIP00000000605
ENSMUSP00000054219	ENSTNIP00000007346
ENSMUSP00000126169	ENSTNIP00000020000
ENSMUSP00000126169	ENSTNIP00000005068
ENSMUSP00000081334	ENSTNIP00000010190
ENSMUSP00000113305	ENSTNIP00000019648
ENSMUSP00000113305	ENSTNIP00000019649
ENSMUSP00000073534	ENSTNIP00000019647
ENSMUSP00000083155	ENSTNIP00000013160
ENSMUSP00000102790	ENSTNIP00000017425
ENSMUSP00000018792	ENSTNIP00000003423
ENSMUSP00000057690	ENSTNIP00000005360
ENSMUSP00000028384	ENSTNIP00000007004
ENSMUSP00000028384	ENSTNIP00000014515
ENSMUSP00000093603	ENSTNIP00000008054
ENSMUSP00000065719	ENSTNIP00000010692
ENSMUSP00000065719	ENSTNIP00000020767
ENSMUSP00000075966	ENSTNIP00000006551
ENSMUSP00000038616	ENSTNIP00000005198
ENSMUSP00000010673	ENSTNIP00000019927
ENSMUSP00000055605	ENSTNIP00000020321
ENSMUSP00000051959	ENSTNIP00000010212
ENSMUSP00000051959	ENSTNIP00000012644
ENSMUSP00000048453	ENSTNIP00000018936
ENSMUSP00000024811	ENSTNIP00000004915
ENSMUSP00000027493	ENSTNIP00000018343
ENSMUSP00000047403	ENSTNIP00000007752
ENSMUSP00000089079	ENSTNIP00000021122
ENSMUSP00000113785	ENSTNIP00000018169
ENSMUSP00000113785	ENSTNIP00000009873
ENSMUSP00000000590	ENSTNIP00000017541
ENSMUSP00000113071	ENSTNIP00000018863
ENSMUSP00000052340	ENSTNIP00000019890
ENSMUSP00000070935	ENSTNIP00000012337
ENSMUSP00000054774	ENSTNIP00000012336
ENSMUSP00000092376	ENSTNIP00000009726
ENSMUSP00000039245	ENSTNIP00000015341
ENSMUSP00000039245	ENSTNIP00000009978
ENSMUSP00000025311	ENSTNIP00000015947
ENSMUSP00000116886	ENSTNIP00000018832
ENSMUSP00000071325	ENSTNIP00000012332
ENSMUSP00000071325	ENSTNIP00000016975
ENSMUSP00000034368	ENSTNIP00000021646
ENSMUSP00000039879	ENSTNIP00000014934
ENSMUSP00000057859	ENSTNIP00000005248
ENSMUSP00000099071	ENSTNIP00000015620
ENSMUSP00000103526	ENSTNIP00000007259
ENSMUSP00000066690	ENSTNIP00000020011
ENSMUSP00000066690	ENSTNIP00000013631
ENSMUSP00000069666	ENSTNIP00000020010
ENSMUSP00000015723	ENSTNIP00000020207
ENSMUSP00000049898	ENSTNIP00000020206
ENSMUSP00000050933	ENSTNIP00000008548
ENSMUSP00000051990	ENSTNIP00000018807
ENSMUSP00000039018	ENSTNIP00000004607
ENSMUSP00000039018	ENSTNIP00000016341
ENSMUSP00000058205	ENSTNIP00000016340
ENSMUSP00000071517	ENSTNIP00000009045
ENSMUSP00000042716	ENSTNIP00000011865
ENSMUSP00000047457	ENSTNIP00000016093
ENSMUSP00000099384	ENSTNIP00000022924
ENSMUSP00000131991	ENSTNIP00000015590
ENSMUSP00000105709	ENSTNIP00000020232
ENSMUSP00000005791	ENSTNIP00000018272
ENSMUSP00000005791	ENSTNIP00000004934
ENSMUSP00000125255	ENSTNIP00000015321
ENSMUSP00000125255	ENSTNIP00000016100
ENSMUSP00000025761	ENSTNIP00000007929
ENSMUSP00000025761	ENSTNIP00000009820
ENSMUSP00000031519	ENSTNIP00000004845
ENSMUSP00000031519	ENSTNIP00000011939
ENSMUSP00000034777	ENSTNIP00000012436
ENSMUSP00000029649	ENSTNIP00000016008
ENSMUSP00000056836	ENSTNIP00000009528
ENSMUSP00000034076	ENSTNIP00000007644
ENSMUSP00000113695	ENSTNIP00000010997
ENSMUSP00000085263	ENSTNIP00000015425
ENSMUSP00000050469	ENSTNIP00000014647
ENSMUSP00000037257	ENSTNIP00000022255
ENSMUSP00000064826	ENSTNIP00000022882
ENSMUSP00000095041	ENSTNIP00000019501
ENSMUSP00000030674	ENSTNIP00000020112
ENSMUSP00000095912	ENSTNIP00000002868
ENSMUSP00000095912	ENSTNIP00000019266
ENSMUSP00000025806	ENSTNIP00000007920
ENSMUSP00000078198	ENSTNIP00000008035
ENSMUSP00000084523	ENSTNIP00000019538
ENSMUSP00000013995	ENSTNIP00000017917
ENSMUSP00000030010	ENSTNIP00000001889
ENSMUSP00000065433	ENSTNIP00000009708
ENSMUSP00000125846	ENSTNIP00000017000
ENSMUSP00000125846	ENSTNIP00000006385
ENSMUSP00000090102	ENSTNIP00000014798
ENSMUSP00000053218	ENSTNIP00000013050
ENSMUSP00000029502	ENSTNIP00000008759
ENSMUSP00000021913	ENSTNIP00000009904
ENSMUSP00000051268	ENSTNIP00000013787
ENSMUSP00000104730	ENSTNIP00000012142
ENSMUSP00000075224	ENSTNIP00000015351
ENSMUSP00000075224	ENSTNIP00000006867
ENSMUSP00000028735	ENSTNIP00000019751
ENSMUSP00000078741	ENSTNIP00000003914
ENSMUSP00000085016	ENSTNIP00000021733
ENSMUSP00000028288	ENSTNIP00000018664
ENSMUSP00000028288	ENSTNIP00000004105
ENSMUSP00000042927	ENSTNIP00000006352
ENSMUSP00000058470	ENSTNIP00000016371
ENSMUSP00000063104	ENSTNIP00000020420
ENSMUSP00000060769	ENSTNIP00000013073
ENSMUSP00000099575	ENSTNIP00000013899
ENSMUSP00000099575	ENSTNIP00000020573
ENSMUSP00000001480	ENSTNIP00000009054
ENSMUSP00000029658	ENSTNIP00000008081
ENSMUSP00000133166	ENSTNIP00000002802
ENSMUSP00000036998	ENSTNIP00000018471
ENSMUSP00000057449	ENSTNIP00000021899
ENSMUSP00000066381	ENSTNIP00000022261
ENSMUSP00000051085	ENSTNIP00000017084
ENSMUSP00000058040	ENSTNIP00000022007
ENSMUSP00000138101	ENSTNIP00000010207
ENSMUSP00000138101	ENSTNIP00000000325
ENSMUSP00000101236	ENSTNIP00000020134
ENSMUSP00000050077	ENSTNIP00000017043
ENSMUSP00000050077	ENSTNIP00000012541
ENSMUSP00000071513	ENSTNIP00000014277
ENSMUSP00000038048	ENSTNIP00000002721
ENSMUSP00000066777	ENSTNIP00000018613
ENSMUSP00000069318	ENSTNIP00000010656
ENSMUSP00000116056	ENSTNIP00000003203
