ENSGACP00000024945	ENSDARP00000122973
ENSGACP00000013406	ENSDARP00000089596
ENSGACP00000004625	ENSDARP00000123264
ENSGACP00000010472	ENSDARP00000054806
ENSGACP00000017986	ENSDARP00000021069
ENSGACP00000026830	ENSDARP00000025458
ENSGACP00000021907	ENSDARP00000087936
ENSGACP00000014357	ENSDARP00000057643
ENSGACP00000005080	ENSDARP00000012903
ENSGACP00000021666	ENSDARP00000055935
ENSGACP00000013942	ENSDARP00000020636
ENSGACP00000022915	ENSDARP00000017657
ENSGACP00000019748	ENSDARP00000061775
ENSGACP00000015920	ENSDARP00000028001
ENSGACP00000007592	ENSDARP00000072711
ENSGACP00000010684	ENSDARP00000055280
ENSGACP00000007663	ENSDARP00000068409
ENSGACP00000010478	ENSDARP00000081727
ENSGACP00000025703	ENSDARP00000099912
ENSGACP00000020721	ENSDARP00000112400
ENSGACP00000005678	ENSDARP00000129019
ENSGACP00000005674	ENSDARP00000124631
ENSGACP00000012987	ENSDARP00000109228
ENSGACP00000006912	ENSDARP00000007629
ENSGACP00000000763	ENSDARP00000082910
ENSGACP00000012982	ENSDARP00000098262
ENSGACP00000006902	ENSDARP00000078348
ENSGACP00000017517	ENSDARP00000108411
ENSGACP00000024649	ENSDARP00000080162
ENSGACP00000025482	ENSDARP00000127601
ENSGACP00000024737	ENSDARP00000014790
ENSGACP00000013344	ENSDARP00000124629
ENSGACP00000018622	ENSDARP00000122217
ENSGACP00000022042	ENSDARP00000014936
ENSGACP00000019669	ENSDARP00000114372
ENSGACP00000000051	ENSDARP00000128062
ENSGACP00000005337	ENSDARP00000064797
ENSGACP00000026179	ENSDARP00000112310
ENSGACP00000013333	ENSDARP00000049835
ENSGACP00000013303	ENSDARP00000095158
ENSGACP00000005327	ENSDARP00000116963
ENSGACP00000017255	ENSDARP00000128755
ENSGACP00000006619	ENSDARP00000126632
ENSGACP00000006032	ENSDARP00000120607
ENSGACP00000022351	ENSDARP00000098497
ENSGACP00000026791	ENSDARP00000098930
ENSGACP00000003718	ENSDARP00000007698
ENSGACP00000000517	ENSDARP00000065984
ENSGACP00000026182	ENSDARP00000119600
ENSGACP00000026183	ENSDARP00000073976
ENSGACP00000000511	ENSDARP00000094622
ENSGACP00000004390	ENSDARP00000021410
ENSGACP00000012600	ENSDARP00000041724
ENSGACP00000026553	ENSDARP00000114062
ENSGACP00000020119	ENSDARP00000080522
ENSGACP00000006373	ENSDARP00000072956
ENSGACP00000001484	ENSDARP00000113204
ENSGACP00000008033	ENSDARP00000013376
ENSGACP00000012154	ENSDARP00000101801
ENSGACP00000015416	ENSDARP00000115766
ENSGACP00000018436	ENSDARP00000101239
ENSGACP00000019909	ENSDARP00000016700
ENSGACP00000019772	ENSDARP00000056665
ENSGACP00000021294	ENSDARP00000083875
ENSGACP00000021605	ENSDARP00000011409
ENSGACP00000021726	ENSDARP00000073620
ENSGACP00000022434	ENSDARP00000128705
ENSGACP00000009760	ENSDARP00000119330
ENSGACP00000015680	ENSDARP00000043814
ENSGACP00000008618	ENSDARP00000087169
ENSGACP00000025753	ENSDARP00000124228
ENSGACP00000013175	ENSDARP00000045762
ENSGACP00000024215	ENSDARP00000095029
ENSGACP00000019751	ENSDARP00000040203
ENSGACP00000005306	ENSDARP00000053303
ENSGACP00000008491	ENSDARP00000093490
ENSGACP00000016738	ENSDARP00000083323
ENSGACP00000004162	ENSDARP00000127990
ENSGACP00000023184	ENSDARP00000086058
ENSGACP00000019271	ENSDARP00000115577
ENSGACP00000016096	ENSDARP00000103591
ENSGACP00000000819	ENSDARP00000118284
ENSGACP00000008100	ENSDARP00000070629
ENSGACP00000021783	ENSDARP00000015036
ENSGACP00000002411	ENSDARP00000001459
ENSGACP00000018646	ENSDARP00000010074
ENSGACP00000013939	ENSDARP00000017597
ENSGACP00000015696	ENSDARP00000070003
ENSGACP00000019385	ENSDARP00000071579
ENSGACP00000023672	ENSDARP00000069085
ENSGACP00000016499	ENSDARP00000072849
ENSGACP00000011217	ENSDARP00000066557
ENSGACP00000025373	ENSDARP00000106922
ENSGACP00000020297	ENSDARP00000019859
ENSGACP00000018540	ENSDARP00000050862
ENSGACP00000012144	ENSDARP00000080366
ENSGACP00000025566	ENSDARP00000112503
ENSGACP00000010439	ENSDARP00000047528
ENSGACP00000006451	ENSDARP00000080361
ENSGACP00000021580	ENSDARP00000042623
ENSGACP00000027652	ENSDARP00000110614
ENSGACP00000006005	ENSDARP00000028698
ENSGACP00000011835	ENSDARP00000024796
ENSGACP00000001859	ENSDARP00000092330
ENSGACP00000015552	ENSDARP00000081247
ENSGACP00000014808	ENSDARP00000020080
ENSGACP00000008858	ENSDARP00000113187
ENSGACP00000006612	ENSDARP00000045769
ENSGACP00000021057	ENSDARP00000022888
ENSGACP00000021737	ENSDARP00000015671
ENSGACP00000013983	ENSDARP00000074846
ENSGACP00000012164	ENSDARP00000020367
ENSGACP00000011377	ENSDARP00000005855
ENSGACP00000020036	ENSDARP00000045070
ENSGACP00000019051	ENSDARP00000016330
ENSGACP00000022007	ENSDARP00000055200
ENSGACP00000019639	ENSDARP00000077301
ENSGACP00000005877	ENSDARP00000107064
ENSGACP00000022515	ENSDARP00000112620
ENSGACP00000022931	ENSDARP00000013603
ENSGACP00000024321	ENSDARP00000108882
ENSGACP00000023415	ENSDARP00000047810
ENSGACP00000022428	ENSDARP00000120963
ENSGACP00000004404	ENSDARP00000120968
ENSGACP00000002417	ENSDARP00000007234
ENSGACP00000015095	ENSDARP00000127070
ENSGACP00000021366	ENSDARP00000121332
ENSGACP00000023703	ENSDARP00000076380
ENSGACP00000027460	ENSDARP00000082892
ENSGACP00000011981	ENSDARP00000011366
ENSGACP00000002234	ENSDARP00000105696
ENSGACP00000002068	ENSDARP00000089039
ENSGACP00000010299	ENSDARP00000056102
ENSGACP00000019946	ENSDARP00000094545
ENSGACP00000003652	ENSDARP00000122427
ENSGACP00000018486	ENSDARP00000034534
ENSGACP00000009398	ENSDARP00000067323
ENSGACP00000022269	ENSDARP00000022108
ENSGACP00000013495	ENSDARP00000120470
ENSGACP00000005634	ENSDARP00000101022
ENSGACP00000003776	ENSDARP00000087215
ENSGACP00000003964	ENSDARP00000029832
ENSGACP00000014584	ENSDARP00000109272
ENSGACP00000015389	ENSDARP00000010190
ENSGACP00000019172	ENSDARP00000055407
ENSGACP00000015251	ENSDARP00000117649
ENSGACP00000021671	ENSDARP00000106998
ENSGACP00000026094	ENSDARP00000103861
ENSGACP00000000082	ENSDARP00000086776
ENSGACP00000014737	ENSDARP00000043090
ENSGACP00000016083	ENSDARP00000119031
ENSGACP00000011880	ENSDARP00000123123
ENSGACP00000011911	ENSDARP00000116037
ENSGACP00000009835	ENSDARP00000007949
ENSGACP00000020268	ENSDARP00000110111
ENSGACP00000010648	ENSDARP00000085236
ENSGACP00000004509	ENSDARP00000104209
ENSGACP00000007624	ENSDARP00000101215
ENSGACP00000020051	ENSDARP00000128684
ENSGACP00000024261	ENSDARP00000121740
ENSGACP00000014531	ENSDARP00000006025
ENSGACP00000020910	ENSDARP00000058160
ENSGACP00000021744	ENSDARP00000078496
ENSGACP00000007777	ENSDARP00000100164
ENSGACP00000006257	ENSDARP00000081768
ENSGACP00000002420	ENSDARP00000128654
ENSGACP00000002848	ENSDARP00000112571
ENSGACP00000010495	ENSDARP00000003721
ENSGACP00000001165	ENSDARP00000084734
ENSGACP00000020039	ENSDARP00000084719
ENSGACP00000011629	ENSDARP00000002767
ENSGACP00000007671	ENSDARP00000110059
ENSGACP00000006187	ENSDARP00000122396
ENSGACP00000013907	ENSDARP00000118751
ENSGACP00000008319	ENSDARP00000100704
ENSGACP00000014798	ENSDARP00000057363
ENSGACP00000016737	ENSDARP00000016471
ENSGACP00000012116	ENSDARP00000105538
ENSGACP00000006991	ENSDARP00000102422
ENSGACP00000000040	ENSDARP00000128160
ENSGACP00000005617	ENSDARP00000067137
ENSGACP00000014351	ENSDARP00000072319
ENSGACP00000009932	ENSDARP00000094186
ENSGACP00000009388	ENSDARP00000112298
ENSGACP00000004492	ENSDARP00000097547
ENSGACP00000018433	ENSDARP00000121456
ENSGACP00000027206	ENSDARP00000042828
ENSGACP00000011058	ENSDARP00000117136
ENSGACP00000022655	ENSDARP00000101335
ENSGACP00000007292	ENSDARP00000097592
ENSGACP00000027258	ENSDARP00000103261
ENSGACP00000018316	ENSDARP00000061705
ENSGACP00000022686	ENSDARP00000096523
ENSGACP00000010341	ENSDARP00000041896
ENSGACP00000005012	ENSDARP00000104271
ENSGACP00000022504	ENSDARP00000047418
ENSGACP00000025870	ENSDARP00000008788
ENSGACP00000014743	ENSDARP00000025178
ENSGACP00000012954	ENSDARP00000115574
ENSGACP00000017344	ENSDARP00000045990
ENSGACP00000017757	ENSDARP00000038349
ENSGACP00000020931	ENSDARP00000112831
ENSGACP00000015800	ENSDARP00000121492
ENSGACP00000010342	ENSDARP00000047527
ENSGACP00000013922	ENSDARP00000128354
ENSGACP00000001086	ENSDARP00000106050
ENSGACP00000018466	ENSDARP00000111380
ENSGACP00000020950	ENSDARP00000052345
ENSGACP00000010234	ENSDARP00000062362
ENSGACP00000016355	ENSDARP00000064895
ENSGACP00000025155	ENSDARP00000117834
ENSGACP00000010493	ENSDARP00000122726
ENSGACP00000015188	ENSDARP00000123118
ENSGACP00000013000	ENSDARP00000044410
ENSGACP00000010461	ENSDARP00000020119
ENSGACP00000021356	ENSDARP00000123766
ENSGACP00000022079	ENSDARP00000050331
ENSGACP00000006000	ENSDARP00000036006
ENSGACP00000009848	ENSDARP00000025026
ENSGACP00000007835	ENSDARP00000099145
ENSGACP00000025351	ENSDARP00000065432
ENSGACP00000001432	ENSDARP00000014386
ENSGACP00000014596	ENSDARP00000082855
ENSGACP00000019621	ENSDARP00000123782
ENSGACP00000002163	ENSDARP00000082752
ENSGACP00000005719	ENSDARP00000073556
ENSGACP00000018706	ENSDARP00000125811
ENSGACP00000002843	ENSDARP00000119307
ENSGACP00000020548	ENSDARP00000085803
ENSGACP00000012934	ENSDARP00000079367
ENSGACP00000007190	ENSDARP00000012804
ENSGACP00000009628	ENSDARP00000046640
ENSGACP00000018146	ENSDARP00000092959
ENSGACP00000011445	ENSDARP00000094423
ENSGACP00000014654	ENSDARP00000092118
ENSGACP00000018196	ENSDARP00000121290
ENSGACP00000001233	ENSDARP00000093366
ENSGACP00000000026	ENSDARP00000028545
ENSGACP00000012925	ENSDARP00000044936
ENSGACP00000012636	ENSDARP00000127146
ENSGACP00000001736	ENSDARP00000078796
ENSGACP00000019593	ENSDARP00000107363
ENSGACP00000020543	ENSDARP00000052064
ENSGACP00000023631	ENSDARP00000115784
ENSGACP00000016923	ENSDARP00000085905
ENSGACP00000003875	ENSDARP00000076157
ENSGACP00000017981	ENSDARP00000088401
ENSGACP00000023159	ENSDARP00000075781
ENSGACP00000003358	ENSDARP00000027230
ENSGACP00000022829	ENSDARP00000014665
ENSGACP00000027019	ENSDARP00000099786
ENSGACP00000018270	ENSDARP00000113673
ENSGACP00000018183	ENSDARP00000094915
ENSGACP00000000924	ENSDARP00000122944
ENSGACP00000000494	ENSDARP00000106736
ENSGACP00000005511	ENSDARP00000030868
ENSGACP00000013799	ENSDARP00000127860
ENSGACP00000017894	ENSDARP00000062342
ENSGACP00000004365	ENSDARP00000117279
ENSGACP00000021106	ENSDARP00000083736
ENSGACP00000014858	ENSDARP00000087493
ENSGACP00000010479	ENSDARP00000087484
ENSGACP00000026120	ENSDARP00000016353
ENSGACP00000006949	ENSDARP00000094244
ENSGACP00000012988	ENSDARP00000121284
ENSGACP00000017764	ENSDARP00000021850
ENSGACP00000026649	ENSDARP00000119693
ENSGACP00000006578	ENSDARP00000046065
ENSGACP00000025130	ENSDARP00000102675
ENSGACP00000019924	ENSDARP00000097691
ENSGACP00000017385	ENSDARP00000104720
ENSGACP00000012951	ENSDARP00000106290
ENSGACP00000027485	ENSDARP00000092508
ENSGACP00000017561	ENSDARP00000103028
ENSGACP00000025528	ENSDARP00000083119
ENSGACP00000006589	ENSDARP00000103347
ENSGACP00000006615	ENSDARP00000129103
ENSGACP00000018018	ENSDARP00000078006
ENSGACP00000021176	ENSDARP00000111924
ENSGACP00000026146	ENSDARP00000081539
ENSGACP00000005578	ENSDARP00000081533
ENSGACP00000022587	ENSDARP00000117418
ENSGACP00000010822	ENSDARP00000096449
ENSGACP00000012773	ENSDARP00000125046
ENSGACP00000006636	ENSDARP00000110377
ENSGACP00000026273	ENSDARP00000009148
ENSGACP00000012362	ENSDARP00000082219
ENSGACP00000021514	ENSDARP00000015688
ENSGACP00000027427	ENSDARP00000103060
ENSGACP00000010060	ENSDARP00000126661
ENSGACP00000018804	ENSDARP00000080378
ENSGACP00000022386	ENSDARP00000113257
ENSGACP00000015677	ENSDARP00000034684
ENSGACP00000016037	ENSDARP00000128186
ENSGACP00000017421	ENSDARP00000042301
ENSGACP00000026958	ENSDARP00000051235
ENSGACP00000017299	ENSDARP00000115431
ENSGACP00000020727	ENSDARP00000110554
ENSGACP00000014625	ENSDARP00000100744
ENSGACP00000026143	ENSDARP00000021661
ENSGACP00000022673	ENSDARP00000127604
ENSGACP00000007114	ENSDARP00000055842
ENSGACP00000014246	ENSDARP00000031764
ENSGACP00000009684	ENSDARP00000032359
ENSGACP00000013850	ENSDARP00000110074
ENSGACP00000021686	ENSDARP00000070082
ENSGACP00000023279	ENSDARP00000104118
ENSGACP00000001322	ENSDARP00000079237
ENSGACP00000008709	ENSDARP00000085067
ENSGACP00000008312	ENSDARP00000102535
ENSGACP00000016221	ENSDARP00000099552
ENSGACP00000021248	ENSDARP00000057640
ENSGACP00000018015	ENSDARP00000051514
ENSGACP00000026033	ENSDARP00000007865
ENSGACP00000017939	ENSDARP00000061847
ENSGACP00000024308	ENSDARP00000091906
ENSGACP00000016391	ENSDARP00000093003
ENSGACP00000006120	ENSDARP00000108705
ENSGACP00000004865	ENSDARP00000105893
ENSGACP00000009478	ENSDARP00000020512
ENSGACP00000015034	ENSDARP00000110576
ENSGACP00000018888	ENSDARP00000002502
ENSGACP00000026304	ENSDARP00000104564
ENSGACP00000015321	ENSDARP00000111894
ENSGACP00000013416	ENSDARP00000095869
ENSGACP00000020762	ENSDARP00000106575
ENSGACP00000025159	ENSDARP00000081177
ENSGACP00000012712	ENSDARP00000014740
ENSGACP00000010145	ENSDARP00000087540
ENSGACP00000026810	ENSDARP00000012856
ENSGACP00000014427	ENSDARP00000065804
ENSGACP00000022909	ENSDARP00000018978
ENSGACP00000026072	ENSDARP00000105164
ENSGACP00000010994	ENSDARP00000090639
ENSGACP00000021024	ENSDARP00000041576
ENSGACP00000014726	ENSDARP00000006884
ENSGACP00000024995	ENSDARP00000067039
ENSGACP00000024978	ENSDARP00000018404
ENSGACP00000004613	ENSDARP00000119785
ENSGACP00000012825	ENSDARP00000051081
ENSGACP00000000607	ENSDARP00000042774
ENSGACP00000025335	ENSDARP00000012295
ENSGACP00000010889	ENSDARP00000067889
ENSGACP00000019645	ENSDARP00000070263
ENSGACP00000004202	ENSDARP00000068085
ENSGACP00000018873	ENSDARP00000124849
ENSGACP00000025418	ENSDARP00000072012
ENSGACP00000006273	ENSDARP00000111087
ENSGACP00000016846	ENSDARP00000108261
ENSGACP00000019535	ENSDARP00000022592
ENSGACP00000006664	ENSDARP00000034327
ENSGACP00000004208	ENSDARP00000102315
ENSGACP00000020306	ENSDARP00000066379
ENSGACP00000026742	ENSDARP00000064011
ENSGACP00000014865	ENSDARP00000062023
ENSGACP00000027070	ENSDARP00000065361
ENSGACP00000010460	ENSDARP00000106241
ENSGACP00000022452	ENSDARP00000117733
ENSGACP00000019684	ENSDARP00000116974
ENSGACP00000015612	ENSDARP00000123924
ENSGACP00000006079	ENSDARP00000094353
ENSGACP00000011530	ENSDARP00000011795
ENSGACP00000006594	ENSDARP00000085190
ENSGACP00000010109	ENSDARP00000104660
ENSGACP00000020092	ENSDARP00000076212
ENSGACP00000018514	ENSDARP00000037761
ENSGACP00000014931	ENSDARP00000070415
ENSGACP00000009263	ENSDARP00000023546
ENSGACP00000003247	ENSDARP00000106729
ENSGACP00000021155	ENSDARP00000115545
ENSGACP00000026154	ENSDARP00000013792
ENSGACP00000022114	ENSDARP00000033414
ENSGACP00000021255	ENSDARP00000071454
ENSGACP00000011126	ENSDARP00000071460
ENSGACP00000015543	ENSDARP00000070266
ENSGACP00000016799	ENSDARP00000076279
ENSGACP00000016815	ENSDARP00000118625
ENSGACP00000017911	ENSDARP00000071321
ENSGACP00000013982	ENSDARP00000062115
ENSGACP00000003514	ENSDARP00000032545
ENSGACP00000027108	ENSDARP00000104885
ENSGACP00000027110	ENSDARP00000025285
ENSGACP00000027105	ENSDARP00000091985
ENSGACP00000027106	ENSDARP00000002797
ENSGACP00000027545	ENSDARP00000065182
ENSGACP00000009136	ENSDARP00000104086
ENSGACP00000026356	ENSDARP00000052843
ENSGACP00000014575	ENSDARP00000065460
ENSGACP00000002854	ENSDARP00000110099
ENSGACP00000002849	ENSDARP00000112505
ENSGACP00000020488	ENSDARP00000107352
ENSGACP00000008669	ENSDARP00000078867
ENSGACP00000002065	ENSDARP00000098678
ENSGACP00000006134	ENSDARP00000109134
ENSGACP00000014809	ENSDARP00000088022
ENSGACP00000020802	ENSDARP00000077695
ENSGACP00000021577	ENSDARP00000028338
ENSGACP00000015391	ENSDARP00000066449
ENSGACP00000010795	ENSDARP00000059260
ENSGACP00000021729	ENSDARP00000058288
ENSGACP00000021063	ENSDARP00000073347
ENSGACP00000006057	ENSDARP00000110874
ENSGACP00000001516	ENSDARP00000078333
ENSGACP00000013598	ENSDARP00000092978
ENSGACP00000008485	ENSDARP00000048497
ENSGACP00000012952	ENSDARP00000026878
ENSGACP00000015238	ENSDARP00000122861
ENSGACP00000017712	ENSDARP00000128115
ENSGACP00000014602	ENSDARP00000011706
ENSGACP00000001201	ENSDARP00000115447
ENSGACP00000023525	ENSDARP00000010229
ENSGACP00000025708	ENSDARP00000065506
ENSGACP00000008476	ENSDARP00000023968
ENSGACP00000022475	ENSDARP00000022612
ENSGACP00000004321	ENSDARP00000025540
ENSGACP00000014155	ENSDARP00000038292
ENSGACP00000007364	ENSDARP00000015776
ENSGACP00000024963	ENSDARP00000126789
ENSGACP00000014053	ENSDARP00000113585
ENSGACP00000011329	ENSDARP00000084401
ENSGACP00000011662	ENSDARP00000071912
ENSGACP00000005435	ENSDARP00000076561
ENSGACP00000019837	ENSDARP00000129270
ENSGACP00000004616	ENSDARP00000012386
ENSGACP00000016622	ENSDARP00000087563
ENSGACP00000015733	ENSDARP00000127557
ENSGACP00000004489	ENSDARP00000078808
ENSGACP00000010912	ENSDARP00000103134
ENSGACP00000000664	ENSDARP00000082173
ENSGACP00000027115	ENSDARP00000112172
ENSGACP00000018586	ENSDARP00000120670
ENSGACP00000013225	ENSDARP00000073352
ENSGACP00000006838	ENSDARP00000108896
ENSGACP00000026871	ENSDARP00000017246
ENSGACP00000024491	ENSDARP00000106981
ENSGACP00000026841	ENSDARP00000110356
ENSGACP00000023665	ENSDARP00000027956
ENSGACP00000023382	ENSDARP00000101477
ENSGACP00000020122	ENSDARP00000086722
ENSGACP00000020127	ENSDARP00000052911
ENSGACP00000025510	ENSDARP00000080047
ENSGACP00000021172	ENSDARP00000100086
ENSGACP00000021593	ENSDARP00000096365
ENSGACP00000026838	ENSDARP00000085437
ENSGACP00000024333	ENSDARP00000108171
ENSGACP00000025920	ENSDARP00000068851
ENSGACP00000021591	ENSDARP00000099198
ENSGACP00000020141	ENSDARP00000111466
ENSGACP00000005336	ENSDARP00000112237
ENSGACP00000027539	ENSDARP00000089179
ENSGACP00000023937	ENSDARP00000124217
ENSGACP00000020678	ENSDARP00000111731
ENSGACP00000005955	ENSDARP00000112646
ENSGACP00000012442	ENSDARP00000053266
ENSGACP00000023369	ENSDARP00000058066
ENSGACP00000004158	ENSDARP00000069834
ENSGACP00000008793	ENSDARP00000121164
ENSGACP00000014088	ENSDARP00000014849
ENSGACP00000022301	ENSDARP00000108228
ENSGACP00000012140	ENSDARP00000003788
ENSGACP00000010485	ENSDARP00000098240
ENSGACP00000020238	ENSDARP00000087441
ENSGACP00000026537	ENSDARP00000087437
ENSGACP00000024079	ENSDARP00000077804
ENSGACP00000011464	ENSDARP00000085340
ENSGACP00000016910	ENSDARP00000129287
ENSGACP00000014334	ENSDARP00000080077
ENSGACP00000000585	ENSDARP00000016117
ENSGACP00000014939	ENSDARP00000025546
ENSGACP00000009266	ENSDARP00000117693
ENSGACP00000014933	ENSDARP00000068914
ENSGACP00000024369	ENSDARP00000016308
ENSGACP00000010035	ENSDARP00000057093
ENSGACP00000010036	ENSDARP00000107444
ENSGACP00000021621	ENSDARP00000054821
ENSGACP00000014263	ENSDARP00000115852
ENSGACP00000012814	ENSDARP00000095383
ENSGACP00000012809	ENSDARP00000108860
ENSGACP00000024282	ENSDARP00000010904
ENSGACP00000003701	ENSDARP00000106735
ENSGACP00000014651	ENSDARP00000107903
ENSGACP00000017749	ENSDARP00000035373
ENSGACP00000005060	ENSDARP00000003103
ENSGACP00000023626	ENSDARP00000008694
ENSGACP00000022064	ENSDARP00000009610
ENSGACP00000005519	ENSDARP00000123181
ENSGACP00000005538	ENSDARP00000095111
ENSGACP00000017179	ENSDARP00000054663
ENSGACP00000019983	ENSDARP00000025541
ENSGACP00000012669	ENSDARP00000092307
ENSGACP00000006811	ENSDARP00000050307
ENSGACP00000003417	ENSDARP00000010393
ENSGACP00000010092	ENSDARP00000009247
ENSGACP00000016932	ENSDARP00000043800
ENSGACP00000024360	ENSDARP00000068232
ENSGACP00000023605	ENSDARP00000068588
ENSGACP00000023843	ENSDARP00000016061
ENSGACP00000016659	ENSDARP00000016102
ENSGACP00000022526	ENSDARP00000106456
ENSGACP00000022400	ENSDARP00000098981
ENSGACP00000014501	ENSDARP00000062748
ENSGACP00000017798	ENSDARP00000007535
ENSGACP00000005114	ENSDARP00000053637
ENSGACP00000019249	ENSDARP00000106602
ENSGACP00000012715	ENSDARP00000021632
ENSGACP00000024700	ENSDARP00000112297
ENSGACP00000011156	ENSDARP00000017469
ENSGACP00000010644	ENSDARP00000012986
ENSGACP00000021941	ENSDARP00000068678
ENSGACP00000005960	ENSDARP00000057824
ENSGACP00000024939	ENSDARP00000087010
ENSGACP00000018608	ENSDARP00000122371
ENSGACP00000003527	ENSDARP00000117813
ENSGACP00000014745	ENSDARP00000081582
ENSGACP00000020605	ENSDARP00000106234
ENSGACP00000013033	ENSDARP00000089659
ENSGACP00000025423	ENSDARP00000040707
ENSGACP00000011254	ENSDARP00000126158
ENSGACP00000002776	ENSDARP00000042409
ENSGACP00000022818	ENSDARP00000041051
ENSGACP00000000895	ENSDARP00000067062
ENSGACP00000011804	ENSDARP00000016790
ENSGACP00000004384	ENSDARP00000083921
ENSGACP00000022920	ENSDARP00000023263
ENSGACP00000013235	ENSDARP00000114735
ENSGACP00000007648	ENSDARP00000093359
ENSGACP00000026563	ENSDARP00000083406
ENSGACP00000013892	ENSDARP00000126784
ENSGACP00000027563	ENSDARP00000111593
ENSGACP00000019799	ENSDARP00000101250
ENSGACP00000023846	ENSDARP00000113372
ENSGACP00000014941	ENSDARP00000087106
ENSGACP00000020542	ENSDARP00000087116
ENSGACP00000008574	ENSDARP00000120698
ENSGACP00000014912	ENSDARP00000100867
ENSGACP00000022067	ENSDARP00000085193
ENSGACP00000002605	ENSDARP00000123162
ENSGACP00000025767	ENSDARP00000111621
ENSGACP00000024571	ENSDARP00000114226
ENSGACP00000018933	ENSDARP00000111554
ENSGACP00000000212	ENSDARP00000114137
ENSGACP00000025281	ENSDARP00000106962
ENSGACP00000007087	ENSDARP00000123786
ENSGACP00000014101	ENSDARP00000089986
ENSGACP00000004562	ENSDARP00000017993
ENSGACP00000018191	ENSDARP00000107530
ENSGACP00000018119	ENSDARP00000068382
ENSGACP00000025573	ENSDARP00000052903
ENSGACP00000010513	ENSDARP00000124983
ENSGACP00000009043	ENSDARP00000001565
ENSGACP00000024665	ENSDARP00000063092
