ENSMODP00000016222	ENSLOCP00000009128
ENSMODP00000005261	ENSLOCP00000008541
ENSMODP00000006035	ENSLOCP00000015131
ENSMODP00000026063	ENSLOCP00000018728
ENSMODP00000011380	ENSLOCP00000005239
ENSMODP00000025863	ENSLOCP00000017473
ENSMODP00000004800	ENSLOCP00000014783
ENSMODP00000001035	ENSLOCP00000010548
ENSMODP00000015800	ENSLOCP00000017085
ENSMODP00000012455	ENSLOCP00000010215
ENSMODP00000012064	ENSLOCP00000013681
ENSMODP00000000649	ENSLOCP00000015478
ENSMODP00000015470	ENSLOCP00000013310
ENSMODP00000019548	ENSLOCP00000012689
ENSMODP00000006736	ENSLOCP00000008056
ENSMODP00000002711	ENSLOCP00000005749
ENSMODP00000021011	ENSLOCP00000019345
ENSMODP00000010184	ENSLOCP00000017979
ENSMODP00000002983	ENSLOCP00000013962
ENSMODP00000026145	ENSLOCP00000021243
ENSMODP00000006166	ENSLOCP00000005804
ENSMODP00000010114	ENSLOCP00000000583
ENSMODP00000000069	ENSLOCP00000012551
ENSMODP00000012999	ENSLOCP00000020342
ENSMODP00000002132	ENSLOCP00000012260
ENSMODP00000024339	ENSLOCP00000008005
ENSMODP00000026358	ENSLOCP00000011192
ENSMODP00000022225	ENSLOCP00000003673
ENSMODP00000038416	ENSLOCP00000009901
ENSMODP00000028259	ENSLOCP00000010018
ENSMODP00000000228	ENSLOCP00000001372
ENSMODP00000036810	ENSLOCP00000006600
ENSMODP00000037411	ENSLOCP00000015775
ENSMODP00000002351	ENSLOCP00000019020
ENSMODP00000002163	ENSLOCP00000015611
ENSMODP00000025398	ENSLOCP00000013790
ENSMODP00000037382	ENSLOCP00000018665
ENSMODP00000026612	ENSLOCP00000001012
ENSMODP00000011594	ENSLOCP00000008006
ENSMODP00000006114	ENSLOCP00000018709
ENSMODP00000019041	ENSLOCP00000001292
ENSMODP00000018868	ENSLOCP00000003576
ENSMODP00000003987	ENSLOCP00000009037
ENSMODP00000034645	ENSLOCP00000010982
ENSMODP00000011208	ENSLOCP00000005046
ENSMODP00000025847	ENSLOCP00000017417
ENSMODP00000024196	ENSLOCP00000015799
ENSMODP00000020285	ENSLOCP00000013576
ENSMODP00000027786	ENSLOCP00000016324
ENSMODP00000000760	ENSLOCP00000016358
ENSMODP00000039476	ENSLOCP00000012311
ENSMODP00000003469	ENSLOCP00000013952
ENSMODP00000011291	ENSLOCP00000018348
ENSMODP00000022550	ENSLOCP00000020452
ENSMODP00000001136	ENSLOCP00000020188
ENSMODP00000010901	ENSLOCP00000012421
ENSMODP00000007175	ENSLOCP00000018179
ENSMODP00000025868	ENSLOCP00000017312
ENSMODP00000034561	ENSLOCP00000004790
ENSMODP00000024649	ENSLOCP00000006827
ENSMODP00000020751	ENSLOCP00000004283
ENSMODP00000004710	ENSLOCP00000005549
ENSMODP00000018823	ENSLOCP00000002560
ENSMODP00000020815	ENSLOCP00000004575
ENSMODP00000026883	ENSLOCP00000007557
ENSMODP00000000946	ENSLOCP00000012043
ENSMODP00000008006	ENSLOCP00000009866
ENSMODP00000024409	ENSLOCP00000009266
ENSMODP00000003912	ENSLOCP00000002265
ENSMODP00000026803	ENSLOCP00000003144
ENSMODP00000010405	ENSLOCP00000001971
ENSMODP00000004085	ENSLOCP00000019752
ENSMODP00000004091	ENSLOCP00000018084
ENSMODP00000018619	ENSLOCP00000004131
ENSMODP00000013835	ENSLOCP00000018240
ENSMODP00000019740	ENSLOCP00000020154
ENSMODP00000012095	ENSLOCP00000015273
ENSMODP00000019905	ENSLOCP00000002071
ENSMODP00000008480	ENSLOCP00000013665
ENSMODP00000009070	ENSLOCP00000002210
ENSMODP00000009803	ENSLOCP00000009382
ENSMODP00000040419	ENSLOCP00000015906
ENSMODP00000000138	ENSLOCP00000002965
ENSMODP00000040545	ENSLOCP00000004586
ENSMODP00000002855	ENSLOCP00000004948
ENSMODP00000002147	ENSLOCP00000014360
ENSMODP00000025643	ENSLOCP00000020176
ENSMODP00000001499	ENSLOCP00000020524
ENSMODP00000008388	ENSLOCP00000004770
ENSMODP00000004378	ENSLOCP00000002196
ENSMODP00000039692	ENSLOCP00000014652
ENSMODP00000032687	ENSLOCP00000020910
ENSMODP00000005828	ENSLOCP00000002992
ENSMODP00000019172	ENSLOCP00000006518
ENSMODP00000033603	ENSLOCP00000003058
ENSMODP00000026244	ENSLOCP00000005919
ENSMODP00000016600	ENSLOCP00000004172
ENSMODP00000018974	ENSLOCP00000014928
ENSMODP00000032200	ENSLOCP00000013811
ENSMODP00000023562	ENSLOCP00000003214
ENSMODP00000015806	ENSLOCP00000006548
ENSMODP00000032552	ENSLOCP00000007317
ENSMODP00000021315	ENSLOCP00000008047
ENSMODP00000006984	ENSLOCP00000016139
ENSMODP00000004061	ENSLOCP00000021848
ENSMODP00000008352	ENSLOCP00000007247
ENSMODP00000023736	ENSLOCP00000014994
ENSMODP00000005222	ENSLOCP00000006909
ENSMODP00000012505	ENSLOCP00000001029
ENSMODP00000005889	ENSLOCP00000003076
ENSMODP00000026245	ENSLOCP00000005940
ENSMODP00000032292	ENSLOCP00000021864
ENSMODP00000021264	ENSLOCP00000021952
ENSMODP00000001663	ENSLOCP00000022191
ENSMODP00000017846	ENSLOCP00000006596
ENSMODP00000007740	ENSLOCP00000020793
ENSMODP00000017877	ENSLOCP00000018514
ENSMODP00000005872	ENSLOCP00000021963
ENSMODP00000038084	ENSLOCP00000022294
ENSMODP00000032291	ENSLOCP00000016090
ENSMODP00000008683	ENSLOCP00000002338
ENSMODP00000002378	ENSLOCP00000004784
ENSMODP00000005624	ENSLOCP00000001333
ENSMODP00000002541	ENSLOCP00000015062
ENSMODP00000014998	ENSLOCP00000017792
ENSMODP00000006411	ENSLOCP00000005259
ENSMODP00000007737	ENSLOCP00000018562
ENSMODP00000010188	ENSLOCP00000009014
ENSMODP00000019004	ENSLOCP00000014320
ENSMODP00000019113	ENSLOCP00000012611
ENSMODP00000012377	ENSLOCP00000017435
ENSMODP00000014867	ENSLOCP00000016163
ENSMODP00000026374	ENSLOCP00000002407
ENSMODP00000011577	ENSLOCP00000016943
ENSMODP00000027346	ENSLOCP00000001680
ENSMODP00000007980	ENSLOCP00000016858
ENSMODP00000006111	ENSLOCP00000018716
ENSMODP00000030697	ENSLOCP00000007714
ENSMODP00000035312	ENSLOCP00000003526
ENSMODP00000021984	ENSLOCP00000021373
ENSMODP00000005185	ENSLOCP00000000289
ENSMODP00000020279	ENSLOCP00000004028
ENSMODP00000021683	ENSLOCP00000008792
ENSMODP00000006045	ENSLOCP00000017319
ENSMODP00000026497	ENSLOCP00000004791
ENSMODP00000039040	ENSLOCP00000012633
ENSMODP00000023804	ENSLOCP00000017241
ENSMODP00000009038	ENSLOCP00000015244
ENSMODP00000014633	ENSLOCP00000018085
ENSMODP00000010639	ENSLOCP00000006156
ENSMODP00000004707	ENSLOCP00000005366
ENSMODP00000009869	ENSLOCP00000018334
ENSMODP00000038779	ENSLOCP00000019044
ENSMODP00000030330	ENSLOCP00000006653
ENSMODP00000032039	ENSLOCP00000004092
ENSMODP00000013690	ENSLOCP00000004109
ENSMODP00000010446	ENSLOCP00000017259
ENSMODP00000005562	ENSLOCP00000007108
ENSMODP00000008521	ENSLOCP00000004645
ENSMODP00000010378	ENSLOCP00000016387
ENSMODP00000022565	ENSLOCP00000021117
ENSMODP00000027866	ENSLOCP00000016161
ENSMODP00000013515	ENSLOCP00000011315
ENSMODP00000005640	ENSLOCP00000022167
ENSMODP00000030141	ENSLOCP00000002284
ENSMODP00000026877	ENSLOCP00000007631
ENSMODP00000032757	ENSLOCP00000007763
ENSMODP00000032762	ENSLOCP00000022300
ENSMODP00000036327	ENSLOCP00000021889
ENSMODP00000002922	ENSLOCP00000016243
ENSMODP00000028764	ENSLOCP00000001617
ENSMODP00000000716	ENSLOCP00000009929
ENSMODP00000012379	ENSLOCP00000004209
ENSMODP00000004353	ENSLOCP00000013891
ENSMODP00000010816	ENSLOCP00000016772
ENSMODP00000007069	ENSLOCP00000011445
ENSMODP00000003727	ENSLOCP00000012544
ENSMODP00000012187	ENSLOCP00000016010
ENSMODP00000014155	ENSLOCP00000002363
ENSMODP00000014938	ENSLOCP00000002451
ENSMODP00000031807	ENSLOCP00000009573
ENSMODP00000005955	ENSLOCP00000016375
ENSMODP00000018816	ENSLOCP00000006258
ENSMODP00000035876	ENSLOCP00000010418
ENSMODP00000032437	ENSLOCP00000002890
ENSMODP00000027953	ENSLOCP00000018919
ENSMODP00000037734	ENSLOCP00000014194
ENSMODP00000014534	ENSLOCP00000014872
ENSMODP00000018809	ENSLOCP00000011275
ENSMODP00000005213	ENSLOCP00000012566
ENSMODP00000017465	ENSLOCP00000017925
ENSMODP00000005676	ENSLOCP00000016503
ENSMODP00000022215	ENSLOCP00000021171
ENSMODP00000007849	ENSLOCP00000004765
ENSMODP00000024496	ENSLOCP00000013017
ENSMODP00000024511	ENSLOCP00000012984
ENSMODP00000018799	ENSLOCP00000003718
ENSMODP00000016893	ENSLOCP00000015508
ENSMODP00000017942	ENSLOCP00000002320
ENSMODP00000021002	ENSLOCP00000021016
ENSMODP00000013555	ENSLOCP00000018469
ENSMODP00000016791	ENSLOCP00000010549
ENSMODP00000021488	ENSLOCP00000002948
ENSMODP00000001527	ENSLOCP00000001553
ENSMODP00000024700	ENSLOCP00000001420
ENSMODP00000024639	ENSLOCP00000006329
ENSMODP00000015947	ENSLOCP00000009232
ENSMODP00000004363	ENSLOCP00000010116
ENSMODP00000021892	ENSLOCP00000004624
ENSMODP00000007905	ENSLOCP00000011274
ENSMODP00000038070	ENSLOCP00000008259
ENSMODP00000015014	ENSLOCP00000018107
ENSMODP00000024558	ENSLOCP00000003521
ENSMODP00000023822	ENSLOCP00000004088
ENSMODP00000008346	ENSLOCP00000008098
ENSMODP00000002108	ENSLOCP00000014376
ENSMODP00000025573	ENSLOCP00000020044
ENSMODP00000001544	ENSLOCP00000012687
ENSMODP00000012565	ENSLOCP00000017877
ENSMODP00000035895	ENSLOCP00000022012
ENSMODP00000029051	ENSLOCP00000022170
ENSMODP00000029052	ENSLOCP00000022168
ENSMODP00000024049	ENSLOCP00000011035
ENSMODP00000007809	ENSLOCP00000006007
ENSMODP00000010556	ENSLOCP00000006095
ENSMODP00000020268	ENSLOCP00000017084
ENSMODP00000012070	ENSLOCP00000020241
ENSMODP00000010025	ENSLOCP00000019102
ENSMODP00000032688	ENSLOCP00000021804
ENSMODP00000006519	ENSLOCP00000021465
ENSMODP00000022192	ENSLOCP00000021191
ENSMODP00000001303	ENSLOCP00000014918
ENSMODP00000012084	ENSLOCP00000020240
ENSMODP00000012087	ENSLOCP00000020238
ENSMODP00000001313	ENSLOCP00000014933
ENSMODP00000020816	ENSLOCP00000019286
ENSMODP00000015732	ENSLOCP00000013546
ENSMODP00000026808	ENSLOCP00000003548
ENSMODP00000004493	ENSLOCP00000001614
ENSMODP00000021977	ENSLOCP00000021370
ENSMODP00000022462	ENSLOCP00000020496
ENSMODP00000021638	ENSLOCP00000003550
ENSMODP00000005084	ENSLOCP00000011204
ENSMODP00000025693	ENSLOCP00000016077
ENSMODP00000026469	ENSLOCP00000017128
ENSMODP00000000134	ENSLOCP00000013847
ENSMODP00000025940	ENSLOCP00000004943
ENSMODP00000018764	ENSLOCP00000014923
ENSMODP00000002849	ENSLOCP00000009594
ENSMODP00000017603	ENSLOCP00000012481
ENSMODP00000009317	ENSLOCP00000013841
ENSMODP00000007119	ENSLOCP00000009375
ENSMODP00000018369	ENSLOCP00000015579
ENSMODP00000010797	ENSLOCP00000004911
ENSMODP00000034000	ENSLOCP00000009144
ENSMODP00000017496	ENSLOCP00000000784
ENSMODP00000005173	ENSLOCP00000011141
ENSMODP00000017494	ENSLOCP00000018679
ENSMODP00000004436	ENSLOCP00000016767
ENSMODP00000003465	ENSLOCP00000016108
ENSMODP00000025844	ENSLOCP00000014790
ENSMODP00000009490	ENSLOCP00000012574
ENSMODP00000020811	ENSLOCP00000003865
ENSMODP00000024722	ENSLOCP00000005664
ENSMODP00000008490	ENSLOCP00000016413
ENSMODP00000038831	ENSLOCP00000002682
ENSMODP00000013200	ENSLOCP00000014176
ENSMODP00000009694	ENSLOCP00000009316
ENSMODP00000005349	ENSLOCP00000011438
ENSMODP00000001853	ENSLOCP00000013807
ENSMODP00000001858	ENSLOCP00000020791
ENSMODP00000036576	ENSLOCP00000010635
ENSMODP00000021887	ENSLOCP00000021807
ENSMODP00000010331	ENSLOCP00000015997
ENSMODP00000005599	ENSLOCP00000001171
ENSMODP00000022414	ENSLOCP00000009916
ENSMODP00000021618	ENSLOCP00000001809
ENSMODP00000013696	ENSLOCP00000010885
ENSMODP00000024031	ENSLOCP00000006623
ENSMODP00000008970	ENSLOCP00000015012
ENSMODP00000010321	ENSLOCP00000013772
ENSMODP00000003646	ENSLOCP00000010941
ENSMODP00000016695	ENSLOCP00000003781
ENSMODP00000001402	ENSLOCP00000020106
ENSMODP00000011117	ENSLOCP00000017935
ENSMODP00000025719	ENSLOCP00000015973
ENSMODP00000017702	ENSLOCP00000005535
ENSMODP00000010215	ENSLOCP00000011567
ENSMODP00000009242	ENSLOCP00000000887
ENSMODP00000020036	ENSLOCP00000013564
ENSMODP00000002875	ENSLOCP00000011526
ENSMODP00000022197	ENSLOCP00000021186
ENSMODP00000036640	ENSLOCP00000001972
ENSMODP00000021383	ENSLOCP00000009148
ENSMODP00000035196	ENSLOCP00000017524
ENSMODP00000025324	ENSLOCP00000002279
ENSMODP00000020335	ENSLOCP00000003631
ENSMODP00000002425	ENSLOCP00000015661
ENSMODP00000010012	ENSLOCP00000010243
ENSMODP00000000744	ENSLOCP00000013975
ENSMODP00000004381	ENSLOCP00000016753
ENSMODP00000022914	ENSLOCP00000020847
ENSMODP00000010587	ENSLOCP00000017292
ENSMODP00000012136	ENSLOCP00000018034
ENSMODP00000007866	ENSLOCP00000004198
ENSMODP00000018321	ENSLOCP00000020781
ENSMODP00000019612	ENSLOCP00000010897
ENSMODP00000032626	ENSLOCP00000021729
ENSMODP00000011769	ENSLOCP00000017194
ENSMODP00000015978	ENSLOCP00000016367
ENSMODP00000013176	ENSLOCP00000009491
ENSMODP00000012651	ENSLOCP00000015209
ENSMODP00000014513	ENSLOCP00000015381
ENSMODP00000010094	ENSLOCP00000016641
ENSMODP00000025569	ENSLOCP00000014577
ENSMODP00000039790	ENSLOCP00000012670
ENSMODP00000003223	ENSLOCP00000003647
ENSMODP00000001283	ENSLOCP00000005553
ENSMODP00000015243	ENSLOCP00000006266
ENSMODP00000026121	ENSLOCP00000018265
ENSMODP00000007685	ENSLOCP00000013160
ENSMODP00000035053	ENSLOCP00000021454
ENSMODP00000017132	ENSLOCP00000015698
ENSMODP00000009896	ENSLOCP00000001508
ENSMODP00000020132	ENSLOCP00000008621
ENSMODP00000001845	ENSLOCP00000012193
ENSMODP00000004151	ENSLOCP00000009625
ENSMODP00000037391	ENSLOCP00000015823
ENSMODP00000022018	ENSLOCP00000002521
ENSMODP00000028701	ENSLOCP00000007822
ENSMODP00000021751	ENSLOCP00000000349
ENSMODP00000008165	ENSLOCP00000003290
ENSMODP00000021922	ENSLOCP00000004133
ENSMODP00000026351	ENSLOCP00000011266
ENSMODP00000039041	ENSLOCP00000009537
ENSMODP00000012941	ENSLOCP00000000949
ENSMODP00000029496	ENSLOCP00000003894
ENSMODP00000013540	ENSLOCP00000018468
ENSMODP00000023349	ENSLOCP00000014380
ENSMODP00000022275	ENSLOCP00000016688
ENSMODP00000031766	ENSLOCP00000010543
ENSMODP00000015672	ENSLOCP00000008388
ENSMODP00000021359	ENSLOCP00000019729
ENSMODP00000002408	ENSLOCP00000015193
ENSMODP00000021195	ENSLOCP00000013235
ENSMODP00000012568	ENSLOCP00000003310
ENSMODP00000016703	ENSLOCP00000009642
ENSMODP00000002356	ENSLOCP00000015200
ENSMODP00000015374	ENSLOCP00000013414
ENSMODP00000023893	ENSLOCP00000007750
ENSMODP00000016195	ENSLOCP00000012058
ENSMODP00000016180	ENSLOCP00000012047
ENSMODP00000000226	ENSLOCP00000005126
ENSMODP00000004154	ENSLOCP00000015739
ENSMODP00000011638	ENSLOCP00000005982
ENSMODP00000035712	ENSLOCP00000008735
ENSMODP00000036084	ENSLOCP00000018926
ENSMODP00000008676	ENSLOCP00000002380
ENSMODP00000009900	ENSLOCP00000008927
ENSMODP00000040651	ENSLOCP00000015083
ENSMODP00000024354	ENSLOCP00000013427
ENSMODP00000000938	ENSLOCP00000002020
ENSMODP00000012500	ENSLOCP00000014419
ENSMODP00000011245	ENSLOCP00000004195
ENSMODP00000029397	ENSLOCP00000021036
ENSMODP00000015023	ENSLOCP00000010276
ENSMODP00000020445	ENSLOCP00000002759
ENSMODP00000005974	ENSLOCP00000002678
ENSMODP00000000417	ENSLOCP00000020335
ENSMODP00000005815	ENSLOCP00000007173
ENSMODP00000020238	ENSLOCP00000009198
ENSMODP00000008089	ENSLOCP00000022442
ENSMODP00000005009	ENSLOCP00000021244
ENSMODP00000018533	ENSLOCP00000022105
ENSMODP00000004445	ENSLOCP00000015425
ENSMODP00000018043	ENSLOCP00000006733
ENSMODP00000007451	ENSLOCP00000010042
ENSMODP00000020380	ENSLOCP00000005682
ENSMODP00000026552	ENSLOCP00000009474
ENSMODP00000000565	ENSLOCP00000009877
ENSMODP00000002533	ENSLOCP00000015054
ENSMODP00000017124	ENSLOCP00000005635
ENSMODP00000026246	ENSLOCP00000005955
ENSMODP00000017168	ENSLOCP00000020917
ENSMODP00000012226	ENSLOCP00000005238
ENSMODP00000009537	ENSLOCP00000018238
ENSMODP00000011537	ENSLOCP00000019012
ENSMODP00000006154	ENSLOCP00000019274
ENSMODP00000033355	ENSLOCP00000016596
ENSMODP00000032871	ENSLOCP00000001700
ENSMODP00000003278	ENSLOCP00000006984
ENSMODP00000006456	ENSLOCP00000017080
ENSMODP00000017715	ENSLOCP00000020826
ENSMODP00000007886	ENSLOCP00000002250
ENSMODP00000024836	ENSLOCP00000007606
ENSMODP00000013754	ENSLOCP00000014689
ENSMODP00000031196	ENSLOCP00000013210
ENSMODP00000010691	ENSLOCP00000019238
ENSMODP00000024124	ENSLOCP00000007866
ENSMODP00000019156	ENSLOCP00000003902
ENSMODP00000014756	ENSLOCP00000014598
ENSMODP00000016644	ENSLOCP00000017663
ENSMODP00000002743	ENSLOCP00000013094
ENSMODP00000003497	ENSLOCP00000018207
ENSMODP00000006774	ENSLOCP00000016635
ENSMODP00000025624	ENSLOCP00000020116
ENSMODP00000025509	ENSLOCP00000020009
ENSMODP00000007850	ENSLOCP00000001808
ENSMODP00000000715	ENSLOCP00000015358
ENSMODP00000025507	ENSLOCP00000020002
ENSMODP00000022366	ENSLOCP00000020345
ENSMODP00000022858	ENSLOCP00000020821
ENSMODP00000037964	ENSLOCP00000022003
ENSMODP00000004646	ENSLOCP00000015798
ENSMODP00000015157	ENSLOCP00000018075
ENSMODP00000009641	ENSLOCP00000008695
ENSMODP00000037257	ENSLOCP00000008253
ENSMODP00000015324	ENSLOCP00000011254
ENSMODP00000018355	ENSLOCP00000019666
ENSMODP00000018694	ENSLOCP00000000620
ENSMODP00000025916	ENSLOCP00000015663
ENSMODP00000006261	ENSLOCP00000014542
ENSMODP00000001899	ENSLOCP00000015911
ENSMODP00000032298	ENSLOCP00000004353
ENSMODP00000024278	ENSLOCP00000007005
ENSMODP00000019744	ENSLOCP00000020149
ENSMODP00000017417	ENSLOCP00000012753
ENSMODP00000007075	ENSLOCP00000007541
ENSMODP00000009619	ENSLOCP00000012373
ENSMODP00000010561	ENSLOCP00000004946
ENSMODP00000035281	ENSLOCP00000019830
ENSMODP00000035924	ENSLOCP00000013760
ENSMODP00000005988	ENSLOCP00000017056
ENSMODP00000003274	ENSLOCP00000016037
ENSMODP00000004672	ENSLOCP00000010667
ENSMODP00000026378	ENSLOCP00000002614
ENSMODP00000014050	ENSLOCP00000002550
ENSMODP00000024385	ENSLOCP00000017900
ENSMODP00000035142	ENSLOCP00000002591
ENSMODP00000002869	ENSLOCP00000007233
ENSMODP00000028282	ENSLOCP00000004234
ENSMODP00000006253	ENSLOCP00000007255
ENSMODP00000009569	ENSLOCP00000012798
ENSMODP00000015349	ENSLOCP00000001981
ENSMODP00000012217	ENSLOCP00000021258
ENSMODP00000000052	ENSLOCP00000012975
ENSMODP00000008440	ENSLOCP00000006021
ENSMODP00000012572	ENSLOCP00000005981
ENSMODP00000010658	ENSLOCP00000006207
ENSMODP00000023412	ENSLOCP00000007779
ENSMODP00000013813	ENSLOCP00000018327
ENSMODP00000011731	ENSLOCP00000008630
ENSMODP00000009292	ENSLOCP00000009036
ENSMODP00000018493	ENSLOCP00000015484
ENSMODP00000032522	ENSLOCP00000008022
ENSMODP00000004239	ENSLOCP00000016741
ENSMODP00000006157	ENSLOCP00000007276
ENSMODP00000016198	ENSLOCP00000011546
ENSMODP00000023004	ENSLOCP00000020479
ENSMODP00000026484	ENSLOCP00000005002
ENSMODP00000015865	ENSLOCP00000017249
ENSMODP00000019012	ENSLOCP00000019121
ENSMODP00000017217	ENSLOCP00000018780
ENSMODP00000003304	ENSLOCP00000015787
ENSMODP00000024149	ENSLOCP00000006627
ENSMODP00000002737	ENSLOCP00000021591
ENSMODP00000037956	ENSLOCP00000021521
ENSMODP00000018856	ENSLOCP00000006154
ENSMODP00000021427	ENSLOCP00000000997
ENSMODP00000013839	ENSLOCP00000018639
ENSMODP00000000911	ENSLOCP00000005460
ENSMODP00000000896	ENSLOCP00000005443
ENSMODP00000003055	ENSLOCP00000011840
ENSMODP00000018991	ENSLOCP00000014904
ENSMODP00000011861	ENSLOCP00000022257
ENSMODP00000034129	ENSLOCP00000021544
ENSMODP00000016830	ENSLOCP00000011146
ENSMODP00000013235	ENSLOCP00000008013
ENSMODP00000010425	ENSLOCP00000016029
ENSMODP00000004408	ENSLOCP00000010697
ENSMODP00000002507	ENSLOCP00000010768
ENSMODP00000024325	ENSLOCP00000012485
ENSMODP00000007760	ENSLOCP00000002049
ENSMODP00000004774	ENSLOCP00000010084
ENSMODP00000017995	ENSLOCP00000003289
ENSMODP00000008072	ENSLOCP00000009951
ENSMODP00000010624	ENSLOCP00000004287
ENSMODP00000010629	ENSLOCP00000021483
ENSMODP00000032221	ENSLOCP00000021731
ENSMODP00000038168	ENSLOCP00000021640
ENSMODP00000005871	ENSLOCP00000002157
ENSMODP00000035424	ENSLOCP00000022205
ENSMODP00000023870	ENSLOCP00000002010
ENSMODP00000016825	ENSLOCP00000013554
ENSMODP00000019969	ENSLOCP00000007259
ENSMODP00000013541	ENSLOCP00000010096
ENSMODP00000021106	ENSLOCP00000020676
ENSMODP00000000007	ENSLOCP00000012538
ENSMODP00000008229	ENSLOCP00000004886
ENSMODP00000037871	ENSLOCP00000018025
ENSMODP00000039082	ENSLOCP00000017145
ENSMODP00000000009	ENSLOCP00000005543
ENSMODP00000007789	ENSLOCP00000021885
ENSMODP00000000032	ENSLOCP00000011828
ENSMODP00000000038	ENSLOCP00000012982
ENSMODP00000013090	ENSLOCP00000014022
ENSMODP00000011232	ENSLOCP00000018885
ENSMODP00000007948	ENSLOCP00000006309
ENSMODP00000005194	ENSLOCP00000011941
ENSMODP00000014913	ENSLOCP00000013165
ENSMODP00000006721	ENSLOCP00000004878
ENSMODP00000003264	ENSLOCP00000015872
ENSMODP00000013946	ENSLOCP00000017627
ENSMODP00000005521	ENSLOCP00000014903
ENSMODP00000036353	ENSLOCP00000007018
ENSMODP00000017380	ENSLOCP00000021147
ENSMODP00000018534	ENSLOCP00000017073
ENSMODP00000015878	ENSLOCP00000017254
ENSMODP00000007645	ENSLOCP00000020858
ENSMODP00000007650	ENSLOCP00000020856
ENSMODP00000015866	ENSLOCP00000017252
ENSMODP00000007627	ENSLOCP00000011169
ENSMODP00000004308	ENSLOCP00000011023
ENSMODP00000035480	ENSLOCP00000012087
ENSMODP00000020955	ENSLOCP00000018485
ENSMODP00000004012	ENSLOCP00000012688
ENSMODP00000009369	ENSLOCP00000009957
ENSMODP00000009363	ENSLOCP00000009942
ENSMODP00000021778	ENSLOCP00000008975
ENSMODP00000013086	ENSLOCP00000018502
ENSMODP00000025990	ENSLOCP00000014936
ENSMODP00000014916	ENSLOCP00000014302
ENSMODP00000008076	ENSLOCP00000011819
ENSMODP00000014312	ENSLOCP00000017010
ENSMODP00000011511	ENSLOCP00000018315
ENSMODP00000026669	ENSLOCP00000009669
ENSMODP00000009288	ENSLOCP00000008311
ENSMODP00000003705	ENSLOCP00000003424
ENSMODP00000011783	ENSLOCP00000017186
ENSMODP00000002069	ENSLOCP00000009992
ENSMODP00000010090	ENSLOCP00000002211
ENSMODP00000024260	ENSLOCP00000017618
ENSMODP00000024296	ENSLOCP00000003032
ENSMODP00000016242	ENSLOCP00000009113
ENSMODP00000015546	ENSLOCP00000004128
ENSMODP00000020499	ENSLOCP00000003027
ENSMODP00000012349	ENSLOCP00000003388
ENSMODP00000014071	ENSLOCP00000014698
ENSMODP00000012456	ENSLOCP00000012849
ENSMODP00000000501	ENSLOCP00000003810
ENSMODP00000026390	ENSLOCP00000009561
ENSMODP00000029244	ENSLOCP00000020218
ENSMODP00000032245	ENSLOCP00000005734
ENSMODP00000005368	ENSLOCP00000006436
ENSMODP00000031577	ENSLOCP00000009269
ENSMODP00000019506	ENSLOCP00000005326
ENSMODP00000005823	ENSLOCP00000009769
ENSMODP00000020336	ENSLOCP00000014155
ENSMODP00000017795	ENSLOCP00000020437
ENSMODP00000025737	ENSLOCP00000014325
ENSMODP00000004338	ENSLOCP00000015140
ENSMODP00000005393	ENSLOCP00000015323
ENSMODP00000008889	ENSLOCP00000013194
ENSMODP00000030917	ENSLOCP00000016393
ENSMODP00000026531	ENSLOCP00000009912
ENSMODP00000002086	ENSLOCP00000014388
ENSMODP00000024018	ENSLOCP00000009963
ENSMODP00000000651	ENSLOCP00000012944
ENSMODP00000012255	ENSLOCP00000014301
ENSMODP00000010195	ENSLOCP00000000670
ENSMODP00000034659	ENSLOCP00000006587
ENSMODP00000024632	ENSLOCP00000006385
ENSMODP00000018384	ENSLOCP00000012677
ENSMODP00000006044	ENSLOCP00000019657
ENSMODP00000028978	ENSLOCP00000012524
ENSMODP00000018163	ENSLOCP00000008636
ENSMODP00000021946	ENSLOCP00000004070
ENSMODP00000023672	ENSLOCP00000020658
ENSMODP00000016481	ENSLOCP00000014224
