ENSORLP00000017023	ENSMODP00000016222
ENSORLP00000002851	ENSMODP00000009641
ENSORLP00000005443	ENSMODP00000009641
ENSORLP00000022293	ENSMODP00000037257
ENSORLP00000013097	ENSMODP00000015324
ENSORLP00000017961	ENSMODP00000018355
ENSORLP00000002924	ENSMODP00000018694
ENSORLP00000024151	ENSMODP00000025916
ENSORLP00000008976	ENSMODP00000006261
ENSORLP00000004257	ENSMODP00000001899
ENSORLP00000021202	ENSMODP00000032298
ENSORLP00000002857	ENSMODP00000024278
ENSORLP00000022070	ENSMODP00000019744
ENSORLP00000016130	ENSMODP00000007075
ENSORLP00000016934	ENSMODP00000009619
ENSORLP00000009408	ENSMODP00000010561
ENSORLP00000010802	ENSMODP00000035281
ENSORLP00000001127	ENSMODP00000035281
ENSORLP00000020144	ENSMODP00000035924
ENSORLP00000013237	ENSMODP00000005988
ENSORLP00000009397	ENSMODP00000003274
ENSORLP00000002090	ENSMODP00000004672
ENSORLP00000013500	ENSMODP00000026378
ENSORLP00000019880	ENSMODP00000014050
ENSORLP00000011669	ENSMODP00000024385
ENSORLP00000017962	ENSMODP00000002869
ENSORLP00000015810	ENSMODP00000028282
ENSORLP00000019216	ENSMODP00000006253
ENSORLP00000009096	ENSMODP00000006572
ENSORLP00000010681	ENSMODP00000009569
ENSORLP00000014785	ENSMODP00000015349
ENSORLP00000025336	ENSMODP00000000052
ENSORLP00000016815	ENSMODP00000010658
ENSORLP00000012894	ENSMODP00000023412
ENSORLP00000009193	ENSMODP00000013813
ENSORLP00000007106	ENSMODP00000011731
ENSORLP00000004829	ENSMODP00000018493
ENSORLP00000015316	ENSMODP00000032522
ENSORLP00000005333	ENSMODP00000006157
ENSORLP00000012999	ENSMODP00000016198
ENSORLP00000011326	ENSMODP00000026484
ENSORLP00000019947	ENSMODP00000026484
ENSORLP00000019017	ENSMODP00000019012
ENSORLP00000009059	ENSMODP00000017217
ENSORLP00000006713	ENSMODP00000003304
ENSORLP00000019225	ENSMODP00000002737
ENSORLP00000021675	ENSMODP00000029250
ENSORLP00000022796	ENSMODP00000029250
ENSORLP00000005747	ENSMODP00000018856
ENSORLP00000015539	ENSMODP00000021427
ENSORLP00000001779	ENSMODP00000013839
ENSORLP00000011910	ENSMODP00000000911
ENSORLP00000010786	ENSMODP00000001022
ENSORLP00000010767	ENSMODP00000000896
ENSORLP00000002028	ENSMODP00000003055
ENSORLP00000021187	ENSMODP00000018991
ENSORLP00000014836	ENSMODP00000011861
ENSORLP00000005658	ENSMODP00000034129
ENSORLP00000008464	ENSMODP00000016830
ENSORLP00000024197	ENSMODP00000013235
ENSORLP00000017293	ENSMODP00000013235
ENSORLP00000015945	ENSMODP00000010425
ENSORLP00000021570	ENSMODP00000010425
ENSORLP00000012264	ENSMODP00000004408
ENSORLP00000002137	ENSMODP00000004408
ENSORLP00000008484	ENSMODP00000002507
ENSORLP00000004627	ENSMODP00000024325
ENSORLP00000014636	ENSMODP00000017995
ENSORLP00000004457	ENSMODP00000008072
ENSORLP00000020680	ENSMODP00000008072
ENSORLP00000016573	ENSMODP00000032221
ENSORLP00000015652	ENSMODP00000032221
ENSORLP00000024683	ENSMODP00000005871
ENSORLP00000010017	ENSMODP00000005871
ENSORLP00000008291	ENSMODP00000010869
ENSORLP00000002054	ENSMODP00000016825
ENSORLP00000019807	ENSMODP00000019969
ENSORLP00000016381	ENSMODP00000013541
ENSORLP00000012267	ENSMODP00000021106
ENSORLP00000008265	ENSMODP00000000007
ENSORLP00000003763	ENSMODP00000008229
ENSORLP00000011969	ENSMODP00000037871
ENSORLP00000010360	ENSMODP00000037871
ENSORLP00000025368	ENSMODP00000025976
ENSORLP00000003809	ENSMODP00000039082
ENSORLP00000005593	ENSMODP00000000009
ENSORLP00000005607	ENSMODP00000007789
ENSORLP00000008747	ENSMODP00000000032
ENSORLP00000025345	ENSMODP00000000038
ENSORLP00000014452	ENSMODP00000013090
ENSORLP00000001080	ENSMODP00000011232
ENSORLP00000005698	ENSMODP00000007948
ENSORLP00000022237	ENSMODP00000007948
ENSORLP00000019411	ENSMODP00000005194
ENSORLP00000006716	ENSMODP00000005194
ENSORLP00000002282	ENSMODP00000014913
ENSORLP00000008068	ENSMODP00000006721
ENSORLP00000023464	ENSMODP00000003264
ENSORLP00000005703	ENSMODP00000031777
ENSORLP00000010560	ENSMODP00000013946
ENSORLP00000024259	ENSMODP00000005521
ENSORLP00000016610	ENSMODP00000036353
ENSORLP00000021008	ENSMODP00000017380
ENSORLP00000002290	ENSMODP00000018534
ENSORLP00000010821	ENSMODP00000015878
ENSORLP00000008799	ENSMODP00000007645
ENSORLP00000021503	ENSMODP00000007645
ENSORLP00000021779	ENSMODP00000007650
ENSORLP00000010805	ENSMODP00000015866
ENSORLP00000009208	ENSMODP00000007627
ENSORLP00000013714	ENSMODP00000020954
ENSORLP00000009668	ENSMODP00000004308
ENSORLP00000000729	ENSMODP00000035480
ENSORLP00000013705	ENSMODP00000020955
ENSORLP00000011972	ENSMODP00000009369
ENSORLP00000007015	ENSMODP00000009369
ENSORLP00000007026	ENSMODP00000009363
ENSORLP00000023723	ENSMODP00000025990
ENSORLP00000001137	ENSMODP00000014916
ENSORLP00000004939	ENSMODP00000008076
ENSORLP00000002192	ENSMODP00000017093
ENSORLP00000002239	ENSMODP00000017093
ENSORLP00000014571	ENSMODP00000014312
ENSORLP00000001797	ENSMODP00000003270
ENSORLP00000017748	ENSMODP00000026669
ENSORLP00000004795	ENSMODP00000026669
ENSORLP00000007441	ENSMODP00000009288
ENSORLP00000004735	ENSMODP00000009288
ENSORLP00000018332	ENSMODP00000003705
ENSORLP00000011075	ENSMODP00000003705
ENSORLP00000002150	ENSMODP00000011783
ENSORLP00000025289	ENSMODP00000002069
ENSORLP00000012071	ENSMODP00000010090
ENSORLP00000017047	ENSMODP00000016242
ENSORLP00000009745	ENSMODP00000015546
ENSORLP00000023914	ENSMODP00000020499
ENSORLP00000008310	ENSMODP00000012349
ENSORLP00000006019	ENSMODP00000012349
ENSORLP00000005311	ENSMODP00000014071
ENSORLP00000010629	ENSMODP00000014071
ENSORLP00000024171	ENSMODP00000012456
ENSORLP00000011272	ENSMODP00000026390
ENSORLP00000015132	ENSMODP00000029244
ENSORLP00000013835	ENSMODP00000032245
ENSORLP00000006845	ENSMODP00000005368
ENSORLP00000006727	ENSMODP00000005368
ENSORLP00000015043	ENSMODP00000031577
ENSORLP00000000569	ENSMODP00000031577
ENSORLP00000020129	ENSMODP00000019506
ENSORLP00000024457	ENSMODP00000005823
ENSORLP00000007047	ENSMODP00000005823
ENSORLP00000017692	ENSMODP00000020336
ENSORLP00000011457	ENSMODP00000017795
ENSORLP00000021568	ENSMODP00000004338
ENSORLP00000015804	ENSMODP00000008889
ENSORLP00000008388	ENSMODP00000030917
ENSORLP00000007849	ENSMODP00000002086
ENSORLP00000025083	ENSMODP00000024018
ENSORLP00000018384	ENSMODP00000000651
ENSORLP00000000838	ENSMODP00000016474
ENSORLP00000009659	ENSMODP00000012255
ENSORLP00000012078	ENSMODP00000010195
ENSORLP00000021398	ENSMODP00000020935
ENSORLP00000001288	ENSMODP00000034659
ENSORLP00000022381	ENSMODP00000018384
ENSORLP00000022192	ENSMODP00000018384
ENSORLP00000015240	ENSMODP00000006044
ENSORLP00000001188	ENSMODP00000006044
ENSORLP00000005201	ENSMODP00000028978
ENSORLP00000007525	ENSMODP00000018163
ENSORLP00000000793	ENSMODP00000021946
ENSORLP00000006534	ENSMODP00000021946
ENSORLP00000003972	ENSMODP00000023672
ENSORLP00000018232	ENSMODP00000016481
ENSORLP00000010942	ENSMODP00000015882
ENSORLP00000022569	ENSMODP00000000233
ENSORLP00000020944	ENSMODP00000000233
ENSORLP00000000144	ENSMODP00000015716
ENSORLP00000024509	ENSMODP00000007232
ENSORLP00000001634	ENSMODP00000025082
ENSORLP00000011018	ENSMODP00000019400
ENSORLP00000021663	ENSMODP00000025553
ENSORLP00000025664	ENSMODP00000015376
ENSORLP00000013096	ENSMODP00000021090
ENSORLP00000023168	ENSMODP00000032294
ENSORLP00000010003	ENSMODP00000032294
ENSORLP00000006195	ENSMODP00000010416
ENSORLP00000010609	ENSMODP00000013797
ENSORLP00000015917	ENSMODP00000001213
ENSORLP00000009463	ENSMODP00000001083
ENSORLP00000011420	ENSMODP00000005959
ENSORLP00000020116	ENSMODP00000023020
ENSORLP00000009354	ENSMODP00000010644
ENSORLP00000020290	ENSMODP00000022405
ENSORLP00000006397	ENSMODP00000020115
ENSORLP00000009036	ENSMODP00000015105
ENSORLP00000024816	ENSMODP00000026135
ENSORLP00000002475	ENSMODP00000012073
ENSORLP00000014832	ENSMODP00000012073
ENSORLP00000003190	ENSMODP00000003627
ENSORLP00000014918	ENSMODP00000013873
ENSORLP00000019774	ENSMODP00000004880
ENSORLP00000001338	ENSMODP00000016763
ENSORLP00000002992	ENSMODP00000009090
ENSORLP00000013932	ENSMODP00000009090
ENSORLP00000014113	ENSMODP00000010773
ENSORLP00000017197	ENSMODP00000022963
ENSORLP00000011063	ENSMODP00000015530
ENSORLP00000024350	ENSMODP00000019704
ENSORLP00000010199	ENSMODP00000001433
ENSORLP00000007400	ENSMODP00000001433
ENSORLP00000015060	ENSMODP00000020080
ENSORLP00000015860	ENSMODP00000006849
ENSORLP00000009577	ENSMODP00000019602
ENSORLP00000022015	ENSMODP00000017263
ENSORLP00000011311	ENSMODP00000026387
ENSORLP00000018996	ENSMODP00000008581
ENSORLP00000024750	ENSMODP00000013651
ENSORLP00000003751	ENSMODP00000013942
ENSORLP00000012663	ENSMODP00000024627
ENSORLP00000017303	ENSMODP00000014766
ENSORLP00000000369	ENSMODP00000018729
ENSORLP00000013445	ENSMODP00000003573
ENSORLP00000006807	ENSMODP00000025684
ENSORLP00000021133	ENSMODP00000021119
ENSORLP00000019165	ENSMODP00000020045
ENSORLP00000009153	ENSMODP00000015026
ENSORLP00000014427	ENSMODP00000015026
ENSORLP00000007219	ENSMODP00000016693
ENSORLP00000007435	ENSMODP00000005763
ENSORLP00000011852	ENSMODP00000021179
ENSORLP00000004070	ENSMODP00000015268
ENSORLP00000004145	ENSMODP00000014345
ENSORLP00000011924	ENSMODP00000021197
ENSORLP00000018019	ENSMODP00000015378
ENSORLP00000020123	ENSMODP00000021304
ENSORLP00000012893	ENSMODP00000032225
ENSORLP00000003371	ENSMODP00000015763
ENSORLP00000009078	ENSMODP00000011404
ENSORLP00000000437	ENSMODP00000031361
ENSORLP00000004868	ENSMODP00000031361
ENSORLP00000013974	ENSMODP00000006260
ENSORLP00000014580	ENSMODP00000019681
ENSORLP00000020090	ENSMODP00000000531
ENSORLP00000022489	ENSMODP00000025962
ENSORLP00000001142	ENSMODP00000032063
ENSORLP00000007374	ENSMODP00000017798
ENSORLP00000007669	ENSMODP00000024838
ENSORLP00000013712	ENSMODP00000012046
ENSORLP00000022750	ENSMODP00000025862
ENSORLP00000019967	ENSMODP00000022906
ENSORLP00000008343	ENSMODP00000017332
ENSORLP00000011004	ENSMODP00000015090
ENSORLP00000008320	ENSMODP00000000564
ENSORLP00000003346	ENSMODP00000003299
ENSORLP00000016484	ENSMODP00000020937
ENSORLP00000008394	ENSMODP00000020489
ENSORLP00000018568	ENSMODP00000019193
ENSORLP00000024271	ENSMODP00000023234
ENSORLP00000000992	ENSMODP00000029097
ENSORLP00000010383	ENSMODP00000009427
ENSORLP00000006985	ENSMODP00000002559
ENSORLP00000003688	ENSMODP00000002559
ENSORLP00000009021	ENSMODP00000012114
ENSORLP00000013135	ENSMODP00000000024
ENSORLP00000002163	ENSMODP00000017597
ENSORLP00000000122	ENSMODP00000004027
ENSORLP00000004712	ENSMODP00000011076
ENSORLP00000024493	ENSMODP00000011076
ENSORLP00000020916	ENSMODP00000005457
ENSORLP00000020893	ENSMODP00000005434
ENSORLP00000003236	ENSMODP00000013961
ENSORLP00000007003	ENSMODP00000024044
ENSORLP00000009817	ENSMODP00000024044
ENSORLP00000015116	ENSMODP00000019671
ENSORLP00000022723	ENSMODP00000019671
ENSORLP00000013242	ENSMODP00000010621
ENSORLP00000002148	ENSMODP00000016432
ENSORLP00000022261	ENSMODP00000016439
ENSORLP00000016215	ENSMODP00000004090
ENSORLP00000019254	ENSMODP00000004090
ENSORLP00000013297	ENSMODP00000039878
ENSORLP00000002821	ENSMODP00000039878
ENSORLP00000005355	ENSMODP00000036064
ENSORLP00000003999	ENSMODP00000018920
ENSORLP00000005748	ENSMODP00000018920
ENSORLP00000000398	ENSMODP00000007348
ENSORLP00000001564	ENSMODP00000016548
ENSORLP00000018931	ENSMODP00000030295
ENSORLP00000004291	ENSMODP00000011723
ENSORLP00000007509	ENSMODP00000011803
ENSORLP00000013408	ENSMODP00000004617
ENSORLP00000017840	ENSMODP00000004617
ENSORLP00000012765	ENSMODP00000001525
ENSORLP00000008886	ENSMODP00000001532
ENSORLP00000004879	ENSMODP00000001532
ENSORLP00000021824	ENSMODP00000011330
ENSORLP00000018065	ENSMODP00000011330
ENSORLP00000006453	ENSMODP00000017744
ENSORLP00000009056	ENSMODP00000016964
ENSORLP00000006553	ENSMODP00000004982
ENSORLP00000025047	ENSMODP00000036476
ENSORLP00000001312	ENSMODP00000032034
ENSORLP00000007617	ENSMODP00000017169
ENSORLP00000013412	ENSMODP00000000834
ENSORLP00000002895	ENSMODP00000006233
ENSORLP00000022917	ENSMODP00000006233
ENSORLP00000010937	ENSMODP00000022562
ENSORLP00000007650	ENSMODP00000004778
ENSORLP00000012577	ENSMODP00000023793
ENSORLP00000025766	ENSMODP00000023793
ENSORLP00000002416	ENSMODP00000025357
ENSORLP00000012265	ENSMODP00000025357
ENSORLP00000005427	ENSMODP00000008009
ENSORLP00000002929	ENSMODP00000002924
ENSORLP00000000370	ENSMODP00000041289
ENSORLP00000004445	ENSMODP00000008594
ENSORLP00000012797	ENSMODP00000008594
ENSORLP00000022259	ENSMODP00000026002
ENSORLP00000019694	ENSMODP00000022821
ENSORLP00000019813	ENSMODP00000022821
ENSORLP00000024965	ENSMODP00000034332
ENSORLP00000000629	ENSMODP00000003085
ENSORLP00000001396	ENSMODP00000017459
ENSORLP00000010761	ENSMODP00000005413
ENSORLP00000014719	ENSMODP00000024305
ENSORLP00000021575	ENSMODP00000010417
ENSORLP00000015927	ENSMODP00000010417
ENSORLP00000022814	ENSMODP00000005637
ENSORLP00000016713	ENSMODP00000034078
ENSORLP00000011696	ENSMODP00000022826
ENSORLP00000017686	ENSMODP00000021886
ENSORLP00000014916	ENSMODP00000013566
ENSORLP00000021296	ENSMODP00000022968
ENSORLP00000012231	ENSMODP00000023450
ENSORLP00000025770	ENSMODP00000001299
ENSORLP00000005786	ENSMODP00000024436
ENSORLP00000025509	ENSMODP00000016038
ENSORLP00000003808	ENSMODP00000023858
ENSORLP00000012371	ENSMODP00000024168
ENSORLP00000013080	ENSMODP00000008435
ENSORLP00000001534	ENSMODP00000014105
ENSORLP00000020084	ENSMODP00000014105
ENSORLP00000011957	ENSMODP00000036656
ENSORLP00000003030	ENSMODP00000036384
ENSORLP00000015090	ENSMODP00000019226
ENSORLP00000025146	ENSMODP00000004045
ENSORLP00000015111	ENSMODP00000024743
ENSORLP00000001176	ENSMODP00000024743
ENSORLP00000010879	ENSMODP00000011602
ENSORLP00000016829	ENSMODP00000018010
ENSORLP00000011550	ENSMODP00000002798
ENSORLP00000011206	ENSMODP00000003919
ENSORLP00000005606	ENSMODP00000000454
ENSORLP00000014962	ENSMODP00000016970
ENSORLP00000011730	ENSMODP00000016970
ENSORLP00000022250	ENSMODP00000026102
ENSORLP00000016315	ENSMODP00000026102
ENSORLP00000023740	ENSMODP00000006768
ENSORLP00000007394	ENSMODP00000006768
ENSORLP00000020808	ENSMODP00000026100
ENSORLP00000016491	ENSMODP00000001848
ENSORLP00000008889	ENSMODP00000003602
ENSORLP00000022048	ENSMODP00000026451
ENSORLP00000022689	ENSMODP00000019807
ENSORLP00000022040	ENSMODP00000017460
ENSORLP00000005202	ENSMODP00000024547
ENSORLP00000018105	ENSMODP00000013390
ENSORLP00000000113	ENSMODP00000013390
ENSORLP00000000394	ENSMODP00000007332
ENSORLP00000014489	ENSMODP00000001723
ENSORLP00000016980	ENSMODP00000001886
ENSORLP00000001667	ENSMODP00000001886
ENSORLP00000019763	ENSMODP00000010680
ENSORLP00000003454	ENSMODP00000023920
ENSORLP00000007365	ENSMODP00000006173
ENSORLP00000011992	ENSMODP00000006173
ENSORLP00000007540	ENSMODP00000002613
ENSORLP00000005206	ENSMODP00000018644
ENSORLP00000011316	ENSMODP00000003008
ENSORLP00000003604	ENSMODP00000013781
ENSORLP00000023359	ENSMODP00000038368
ENSORLP00000003003	ENSMODP00000020967
ENSORLP00000010799	ENSMODP00000014144
ENSORLP00000009959	ENSMODP00000003669
ENSORLP00000016248	ENSMODP00000027697
ENSORLP00000023752	ENSMODP00000013721
ENSORLP00000009951	ENSMODP00000026672
ENSORLP00000021953	ENSMODP00000011991
ENSORLP00000006332	ENSMODP00000000584
ENSORLP00000021329	ENSMODP00000015460
ENSORLP00000025197	ENSMODP00000030880
ENSORLP00000016617	ENSMODP00000029837
ENSORLP00000004620	ENSMODP00000014823
ENSORLP00000001467	ENSMODP00000033835
ENSORLP00000008620	ENSMODP00000024665
ENSORLP00000011640	ENSMODP00000002649
ENSORLP00000017566	ENSMODP00000014510
ENSORLP00000018042	ENSMODP00000018261
ENSORLP00000013590	ENSMODP00000018261
ENSORLP00000010259	ENSMODP00000028728
ENSORLP00000021652	ENSMODP00000008854
ENSORLP00000016134	ENSMODP00000014323
ENSORLP00000014607	ENSMODP00000014323
ENSORLP00000016060	ENSMODP00000014475
ENSORLP00000009937	ENSMODP00000030277
ENSORLP00000016070	ENSMODP00000030434
ENSORLP00000005932	ENSMODP00000003961
ENSORLP00000010023	ENSMODP00000002889
ENSORLP00000022737	ENSMODP00000006535
ENSORLP00000013912	ENSMODP00000006535
ENSORLP00000009212	ENSMODP00000007386
ENSORLP00000003988	ENSMODP00000017635
ENSORLP00000020321	ENSMODP00000017635
ENSORLP00000002264	ENSMODP00000018232
ENSORLP00000012485	ENSMODP00000025314
ENSORLP00000014603	ENSMODP00000026535
ENSORLP00000016456	ENSMODP00000031542
ENSORLP00000011021	ENSMODP00000015815
ENSORLP00000015726	ENSMODP00000026738
ENSORLP00000009119	ENSMODP00000002274
ENSORLP00000001825	ENSMODP00000022144
ENSORLP00000010749	ENSMODP00000020790
ENSORLP00000010769	ENSMODP00000008269
ENSORLP00000012388	ENSMODP00000013574
ENSORLP00000023834	ENSMODP00000002253
ENSORLP00000008046	ENSMODP00000014424
ENSORLP00000002584	ENSMODP00000039502
ENSORLP00000017631	ENSMODP00000022356
ENSORLP00000016931	ENSMODP00000013030
ENSORLP00000018570	ENSMODP00000022849
ENSORLP00000022637	ENSMODP00000036899
ENSORLP00000015663	ENSMODP00000034885
ENSORLP00000011768	ENSMODP00000000678
ENSORLP00000017571	ENSMODP00000000678
ENSORLP00000002926	ENSMODP00000012804
ENSORLP00000004531	ENSMODP00000016197
ENSORLP00000025439	ENSMODP00000008299
ENSORLP00000007209	ENSMODP00000001792
ENSORLP00000002696	ENSMODP00000001792
ENSORLP00000002479	ENSMODP00000020207
ENSORLP00000015967	ENSMODP00000002675
ENSORLP00000015622	ENSMODP00000002478
ENSORLP00000006588	ENSMODP00000018728
ENSORLP00000005123	ENSMODP00000019953
ENSORLP00000010427	ENSMODP00000009579
ENSORLP00000014686	ENSMODP00000017386
ENSORLP00000006743	ENSMODP00000006169
ENSORLP00000003276	ENSMODP00000003246
ENSORLP00000003776	ENSMODP00000023109
ENSORLP00000008355	ENSMODP00000025792
ENSORLP00000002655	ENSMODP00000025792
ENSORLP00000005864	ENSMODP00000013026
ENSORLP00000012508	ENSMODP00000001442
ENSORLP00000018532	ENSMODP00000019384
ENSORLP00000002850	ENSMODP00000019384
ENSORLP00000016169	ENSMODP00000011869
ENSORLP00000021444	ENSMODP00000011869
ENSORLP00000009674	ENSMODP00000000262
ENSORLP00000013515	ENSMODP00000001932
ENSORLP00000001586	ENSMODP00000034801
ENSORLP00000019450	ENSMODP00000023181
ENSORLP00000014606	ENSMODP00000026633
ENSORLP00000011211	ENSMODP00000026633
ENSORLP00000011853	ENSMODP00000020475
ENSORLP00000010577	ENSMODP00000012764
ENSORLP00000009513	ENSMODP00000033414
ENSORLP00000008132	ENSMODP00000033414
ENSORLP00000001565	ENSMODP00000010737
ENSORLP00000005395	ENSMODP00000014072
ENSORLP00000014739	ENSMODP00000005723
ENSORLP00000006471	ENSMODP00000018749
ENSORLP00000001655	ENSMODP00000000308
ENSORLP00000010145	ENSMODP00000003302
ENSORLP00000004486	ENSMODP00000003302
ENSORLP00000017545	ENSMODP00000005925
ENSORLP00000022604	ENSMODP00000005623
ENSORLP00000004847	ENSMODP00000018499
ENSORLP00000020608	ENSMODP00000018500
ENSORLP00000015339	ENSMODP00000018500
ENSORLP00000005100	ENSMODP00000026791
ENSORLP00000008478	ENSMODP00000020651
ENSORLP00000019381	ENSMODP00000024716
ENSORLP00000024284	ENSMODP00000006610
ENSORLP00000011390	ENSMODP00000009307
ENSORLP00000014259	ENSMODP00000003557
ENSORLP00000019421	ENSMODP00000010796
ENSORLP00000013755	ENSMODP00000004334
ENSORLP00000022665	ENSMODP00000028479
ENSORLP00000005013	ENSMODP00000001708
ENSORLP00000009097	ENSMODP00000001708
ENSORLP00000018902	ENSMODP00000024358
ENSORLP00000020081	ENSMODP00000001830
ENSORLP00000017494	ENSMODP00000014507
ENSORLP00000008063	ENSMODP00000019465
ENSORLP00000018731	ENSMODP00000026684
ENSORLP00000015602	ENSMODP00000019583
ENSORLP00000007475	ENSMODP00000010958
ENSORLP00000010302	ENSMODP00000017504
ENSORLP00000013159	ENSMODP00000040219
ENSORLP00000016767	ENSMODP00000040219
ENSORLP00000015483	ENSMODP00000002918
ENSORLP00000002187	ENSMODP00000002918
ENSORLP00000004110	ENSMODP00000010430
ENSORLP00000011868	ENSMODP00000010430
ENSORLP00000011308	ENSMODP00000002811
ENSORLP00000015782	ENSMODP00000010253
ENSORLP00000011657	ENSMODP00000021562
ENSORLP00000009303	ENSMODP00000008686
ENSORLP00000022886	ENSMODP00000000685
ENSORLP00000003442	ENSMODP00000000685
ENSORLP00000009301	ENSMODP00000000789
ENSORLP00000003753	ENSMODP00000000789
ENSORLP00000000610	ENSMODP00000019125
ENSORLP00000016606	ENSMODP00000019125
ENSORLP00000024500	ENSMODP00000020924
ENSORLP00000004770	ENSMODP00000025402
ENSORLP00000004709	ENSMODP00000025402
ENSORLP00000004870	ENSMODP00000018085
ENSORLP00000008602	ENSMODP00000011497
ENSORLP00000011416	ENSMODP00000004262
ENSORLP00000020492	ENSMODP00000003079
ENSORLP00000018195	ENSMODP00000003079
ENSORLP00000008540	ENSMODP00000031646
ENSORLP00000007170	ENSMODP00000016093
ENSORLP00000007406	ENSMODP00000019886
ENSORLP00000011281	ENSMODP00000019886
ENSORLP00000008273	ENSMODP00000032098
ENSORLP00000001864	ENSMODP00000019196
ENSORLP00000012552	ENSMODP00000019196
ENSORLP00000009823	ENSMODP00000012365
ENSORLP00000025722	ENSMODP00000032409
ENSORLP00000013779	ENSMODP00000007830
ENSORLP00000005073	ENSMODP00000006447
ENSORLP00000004985	ENSMODP00000001677
ENSORLP00000025837	ENSMODP00000022896
ENSORLP00000006139	ENSMODP00000024053
ENSORLP00000017210	ENSMODP00000021560
ENSORLP00000004225	ENSMODP00000036661
ENSORLP00000009500	ENSMODP00000016438
ENSORLP00000021762	ENSMODP00000015465
ENSORLP00000025438	ENSMODP00000018070
ENSORLP00000013241	ENSMODP00000013028
ENSORLP00000022266	ENSMODP00000032876
ENSORLP00000018321	ENSMODP00000035153
ENSORLP00000024154	ENSMODP00000021168
ENSORLP00000022506	ENSMODP00000018921
ENSORLP00000002780	ENSMODP00000023095
ENSORLP00000020652	ENSMODP00000026449
ENSORLP00000022704	ENSMODP00000000874
ENSORLP00000005423	ENSMODP00000000874
